pre_pt_root_id,post_pt_root_id,n
864691134884754426,864691135568816108,1
864691134884855290,864691135568594924,6
864691134885137402,864691135566965079,1
864691134885142778,864691135569850348,1
864691134885143034,864691135565506583,2
864691134885247482,864691135568911750,1
864691134885489402,864691135568816108,1
864691134885509370,864691135567754220,1
864691134885534458,864691135566320471,1
864691134885617402,864691135568685292,1
864691134885653242,864691135568536300,2
864691134885681914,864691135568685292,1
864691134885782778,864691135568681196,1
864691134885797370,864691135569468038,4
864691134885805306,864691135569300972,1
864691134885926906,864691135569853318,1
864691134886006778,864691135569759110,1
864691134886037498,864691135569853318,1
864691134886037498,864691135569855366,2
864691134886058746,864691135566140759,1
864691134886058746,864691135569866988,1
864691134886285306,864691135568711148,1
864691134886288890,864691135569795206,2
864691134886434298,864691135566140759,1
864691134886444794,864691135567096919,1
864691134886499066,864691135566371927,2
864691134886499066,864691135566426135,1
864691134886499066,864691135568888710,1
864691134886499066,864691135569791110,1
864691134886624762,864691135569866988,1
864691134886673658,864691135567870916,2
864691134886761978,864691135569039340,1
864691134886792442,864691135566214167,1
864691134886846970,864691135565854551,1
864691134886930170,864691135566657623,1
864691134886975482,864691135568696300,1
864691134887026938,864691135565615959,1
864691134887026938,864691135565872919,1
864691134887067130,864691135567870916,1
864691134887458810,864691135566320471,1
864691134887458810,864691135567161175,1
864691134887460346,864691135569733766,2
864691134887538426,864691135565847127,1
864691134887538426,864691135567096919,1
864691134887538426,864691135567161175,1
864691134887540986,864691135565615959,1
864691134887540986,864691135569315564,3
864691134887540986,864691135569468038,1
864691134917378314,864691135567091223,1
864691134917408266,864691135566023511,1
864691134917408266,864691135568829420,1
864691134917427210,864691135567754220,1
864691134917488138,864691135565567063,1
864691134917488138,864691135567731436,2
864691134917794314,864691135569772934,1
864691134917901322,864691135566023511,1
864691134917901322,864691135568829420,2
864691134917923338,864691135569315564,1
864691134918110986,864691135569853318,2
864691134918126346,864691135569816454,1
864691134918206218,864691135566023511,1
864691134918307594,864691135569816454,2
864691134918371850,864691135567091223,1
864691134918392074,864691135566320471,1
864691134918392074,864691135569742214,1
864691134918396938,864691135565854551,1
864691134918396938,864691135568824556,1
864691134918406922,864691135569742214,1
864691134918414346,864691135565506583,1
864691134918414346,864691135567754220,1
864691134918533130,864691135567161175,1
864691134918590730,864691135565847127,2
864691134918754058,864691135566320471,1
864691134918754058,864691135569468038,1
864691134918754058,864691135569733766,6
864691134919213834,864691135566140759,1
864691134919213834,864691135569300972,1
864691134919225354,864691135567870916,1
864691134919525130,864691135568537836,1
864691134919634186,864691135569791110,1
864691134919748362,864691135569831814,1
864691134919902474,864691135568615660,4
864691134920000010,864691135568824556,1
864691134920000010,864691135569505260,3
864691134920072202,864691135566320471,1
864691134920072202,864691135569742214,3
864691134920072202,864691135569759110,1
864691134920077322,864691135566706711,1
864691134920082954,864691135565615959,1
864691134939991651,864691135568831212,1
864691134940025955,864691135565567063,1
864691134940025955,864691135566023511,5
864691134940025955,864691135567754220,1
864691134940025955,864691135568290028,1
864691134940025955,864691135568755436,2
864691134940025955,864691135568826348,1
864691134940025955,864691135568829420,1
864691134940299875,864691135566214167,1
864691134940337507,864691135568829420,1
864691134940398691,864691135567731436,1
864691134940931939,864691135568690412,1
864691134940933475,864691135565587031,1
864691134940933475,864691135566180375,2
864691134940933475,864691135568911750,3
864691134940967267,864691135566023511,1
864691134941165155,864691135568146156,1
864691134941714275,864691135568681196,1
864691134941824611,864691135566657623,1
864691134941941091,864691135567161175,1
864691134942303843,864691135565856855,1
864691134942498147,864691135568615660,1
864691134942498147,864691135568685292,1
864691134942544483,864691135568685292,1
864691134942562403,864691135569039340,1
864691134942562403,864691135569505260,1
864691134942595939,864691135566305623,1
864691134942595939,864691135569505260,1
864691134942595939,864691135569772934,1
864691134942659427,864691135568824556,1
864691134942695779,864691135569733766,1
864691134942699107,864691135566562903,1
864691134942699107,864691135568685292,1
864691134942699107,864691135568715500,1
864691134942699107,864691135568755436,1
864691134947847676,864691135568537836,1
864691134947847676,864691135569735814,1
864691134947861500,864691135565506583,1
864691134947861500,864691135568897670,1
864691134948196348,864691135569816454,1
864691134948249852,864691135569465990,1
864691134948277756,864691135568696300,1
864691134948418556,864691135568755436,1
864691134948599292,864691135569795206,3
864691134948605180,864691135568715500,1
864691134948788476,864691135569866988,1
864691134949087228,864691135569300972,1
864691134949219324,864691135566023511,2
864691134949248508,864691135566657623,1
864691134949410300,864691135567754220,1
864691134949523964,864691135568696300,1
864691134949568764,864691135566140759,1
864691134949690108,864691135569791110,1
864691134949774844,864691135565587031,1
864691134949774844,864691135568290028,1
864691134949806844,864691135565872919,1
864691134950149116,864691135565536023,1
864691134950149116,864691135565615959,1
864691134950149116,864691135566706711,2
864691134950149116,864691135569315564,1
864691134950149116,864691135569831814,1
864691134950228988,864691135566371927,2
864691134950228988,864691135569733766,2
864691134950228988,864691135569772934,1
864691134950228988,864691135569793670,1
864691134950301180,864691135568816108,1
864691134950317308,864691135569733766,1
864691134950338556,864691135565615959,1
864691134950395132,864691135569726854,1
864691134950395132,864691135569733766,1
864691134964442143,864691135565547863,2
864691134964725791,864691135566426135,2
864691134964802335,864691135568816108,1
864691134965188639,864691135569300972,1
864691134965202463,864691135568943494,1
864691134965306655,864691135566371927,1
864691134965346591,864691135569505260,1
864691134965355807,864691135568536300,1
864691134965415455,864691135568290028,1
864691134965429023,864691135567731436,3
864691134965429023,864691135568755436,1
864691134965429023,864691135568826348,2
864691134965433887,864691135568146156,1
864691134965447967,864691135565615959,1
864691134965825311,864691135569742214,1
864691134966063135,864691135569850348,1
864691134966306847,864691135565587031,4
864691134966306847,864691135567731436,1
864691134966306847,864691135568290028,7
864691134966306847,864691135568911750,2
864691134966320927,864691135566657623,1
864691134966413087,864691135568897670,1
864691134966703647,864691135568615660,1
864691134966710559,864691135569505260,1
864691134966759711,864691135565536023,5
864691134966759711,864691135566402647,1
864691134966759711,864691135569315564,1
864691134966852383,864691135565856855,3
864691134988382330,864691135569776518,1
864691134988427386,864691135569742214,1
864691134988434298,864691135568610284,2
864691134988436858,864691135568585964,1
864691134988436858,864691135568911750,1
864691134988468602,864691135569735814,1
864691134988596858,864691135565506583,1
864691134988596858,864691135568290028,2
864691134988596858,864691135568826348,1
864691134988596858,864691135568897670,1
864691134988931194,864691135565506583,1
864691134989246586,864691135568685292,1
864691134989290874,864691135565854551,1
864691134989358458,864691135568755436,1
864691134989379450,864691135569315564,2
864691134989449850,864691135569465990,1
864691134989461882,864691135565557015,1
864691134989461882,864691135568715500,1
864691134989461882,864691135569853318,1
864691134989467514,864691135566023511,1
864691134989478522,864691135565557015,1
864691134989578106,864691135569759110,1
864691134989865338,864691135568897670,1
864691134989909114,864691135567091223,1
864691134989909114,864691135569793670,1
864691134989953402,864691135569300972,1
864691134990082170,864691135569733766,1
864691134990334586,864691135569816454,1
864691134990553978,864691135569816454,2
864691134990596474,864691135569742214,3
864691134990781050,864691135566371927,2
864691134990798970,864691135566371927,1
864691134990817914,864691135567754220,1
864691134990847098,864691135565847127,1
864691134990847098,864691135565872919,1
864691134990908282,864691135569831814,1
864691134991010426,864691135566023511,2
864691134991040378,864691135566305623,2
864691134991040378,864691135567091223,2
864691134991040378,864691135568888710,1
864691134991040378,864691135569791110,3
864691134991040378,864691135569793670,1
864691134991067002,864691135569315564,1
864691135012420086,864691135568585964,1
864691135012483062,864691135567731436,2
864691135012494070,864691135566023511,10
864691135012494070,864691135567754220,1
864691135012860406,864691135566023511,1
864691135012868758,864691135566140759,1
864691135012884214,864691135567161175,1
864691135012895894,864691135569733766,2
864691135012916118,864691135565551127,1
