pre_pt_root_id,post_pt_root_id,n
864691134884754426,864691135815450447,1
864691134884782586,864691135809608652,1
864691134884807418,864691135808367645,1
864691134884855290,864691135810107852,1
864691134885129210,864691135809608652,1
864691134885222906,864691135816235855,2
864691134885471994,864691135808367645,1
864691134885481722,864691135809437644,1
864691134885544698,864691135810891980,1
864691134885640954,864691135810350028,1
864691134885675770,864691135810568652,2
864691134885681914,864691135810047773,1
864691134885703162,864691135808409629,1
864691134885713914,864691135809608652,1
864691134885713914,864691135810170572,1
864691134885782778,864691135815450447,1
864691134885792762,864691135816207951,3
864691134885810426,864691135809904332,1
864691134886037498,864691135808391965,1
864691134886037498,864691135810351308,2
864691134886037498,864691135811191244,1
864691134886037498,864691135816464975,3
864691134886054650,864691135815450447,1
864691134886209786,864691135808367645,1
864691134886288890,864691135807837725,1
864691134886288890,864691135816490831,2
864691134886350330,864691135807333149,1
864691134886364922,864691135810273996,1
864691134886503674,864691135807935517,1
864691134886586106,864691135810381772,1
864691134886624762,864691135809170717,1
864691134886751994,864691135807837725,2
864691134887067130,864691135807837725,1
864691134887247610,864691135807837725,3
864691134887247610,864691135809100829,2
864691134887273978,864691135809871820,1
864691134887273978,864691135810265548,1
864691134887350266,864691135811584716,1
864691134887471866,864691135810273996,1
864691134887471866,864691135810578636,1
864691134887499514,864691135810302668,1
864691134887540986,864691135809100829,1
864691134887540986,864691135810273996,2
864691134887581434,864691135809100829,1
864691134887623930,864691135810297885,1
864691134917464330,864691135808197661,1
864691134917642250,864691135810891980,1
864691134917901322,864691135809608652,1
864691134917901322,864691135815904591,1
864691134917923338,864691135808226589,1
864691134917923338,864691135810578636,1
864691134917972490,864691135807837725,1
864691134917972490,864691135808226589,1
864691134918126346,864691135809810892,4
864691134918163210,864691135807837725,3
864691134918197514,864691135809904332,1
864691134918384650,864691135808409629,1
864691134918407690,864691135808367645,1
864691134918533130,864691135810079517,2
864691134918590730,864691135810578636,1
864691134918614794,864691135816207951,3
864691134918908170,864691135810214092,1
864691134919570698,864691135808625181,2
864691134919570698,864691135809487052,1
864691134919570698,864691135809871820,1
864691134919748362,864691135807837725,6
864691134919748362,864691135809100829,2
864691134919748362,864691135809170717,1
864691134919748362,864691135810273996,3
864691134919748362,864691135810381772,1
864691134919748362,864691135810578636,1
864691134919902474,864691135810350028,2
864691134919967498,864691135810079517,1
864691134920072202,864691135808390685,1
864691134920072202,864691135816333391,1
864691134920082954,864691135807837725,1
864691134939998307,864691135808383261,1
864691134939998563,864691135808658205,1
864691134940025955,864691135808322077,1
864691134940025955,864691135809608652,1
864691134940025955,864691135815904591,3
864691134940381539,864691135807837725,1
864691134940406627,864691135816249935,1
864691134940767843,864691135816295759,1
864691134940771939,864691135808367645,2
864691134940805475,864691135810985553,1
864691134940931939,864691135810254284,1
864691134940933475,864691135807908125,4
864691134940933475,864691135808409629,2
864691134940960867,864691135808268573,1
864691134940967267,864691135815449679,1
864691134941165155,864691135815475791,3
864691134941488995,864691135810381772,1
864691134941508451,864691135810341068,1
864691134941508451,864691135815450447,1
864691134941714275,864691135810350028,1
864691134941936995,864691135809881036,1
864691134941941091,864691135810381772,1
864691134941953635,864691135811584716,1
864691134942077795,864691135807837725,1
864691134942169955,864691135810568652,1
864691134942221411,864691135808367645,1
864691134942221411,864691135815449679,1
864691134942498147,864691135808111697,1
864691134942498147,864691135809508812,2
864691134942498147,864691135810047773,1
864691134942498147,864691135810568652,1
864691134942659427,864691135807935517,1
864691134942659427,864691135808389149,1
864691134942659427,864691135811584716,3
864691134942667875,864691135809100829,1
864691134942682979,864691135810079517,1
864691134942692963,864691135807333149,1
864691134942692963,864691135815449679,3
864691134947398396,864691135811413196,1
864691134947399164,864691135810297885,1
864691134947399676,864691135809608652,1
864691134947412988,864691135816207951,1
