pre_pt_root_id,post_pt_root_id,n
864691134884762106,864691135975446639,1
864691134884855290,864691135975264623,1
864691134885142778,864691135977024879,1
864691134885178362,864691135987854083,1
864691134885471994,864691135976729923,1
864691134885481722,864691135976013891,1
864691134885489402,864691135977122159,1
864691134885489402,864691135987526659,1
864691134885681914,864691135976376431,2
864691134885683450,864691135976395843,2
864691134885703162,864691135987165699,1
864691134885713914,864691135983983306,1
864691134885721338,864691135975720771,1
864691134885721338,864691135977024879,1
864691134886037498,864691135975466307,1
864691134886037498,864691135987438339,1
864691134886037498,864691135987888643,1
864691134886116602,864691135976400451,1
864691134886295802,864691135975454787,1
864691134886295802,864691135986903811,1
864691134886295802,864691135987942147,2
864691134886400250,864691135976063855,1
864691134886400250,864691135977636675,1
864691134886503674,864691135975455599,1
864691134886503674,864691135975970371,1
864691134886528506,864691135976729923,1
864691134887173882,864691135987526659,1
864691134887260410,864691135975452995,1
864691134887260410,864691135987526659,3
864691134887273978,864691135987554307,1
864691134887350266,864691135975241327,1
864691134887350266,864691135976063855,2
864691134887540986,864691135975314799,1
864691134887540986,864691135975970371,1
864691134887571450,864691135975314799,1
864691134917395722,864691135977801539,1
864691134917428746,864691135976002115,1
864691134917431050,864691135975264623,1
864691134917901322,864691135976002115,1
864691134918113546,864691135976488003,1
864691134918182410,864691135987854083,1
864691134918279946,864691135975452995,1
864691134918406922,864691135976238447,1
864691134918406922,864691135977742659,1
864691134918408458,864691135987308291,1
864691134918478602,864691135976319555,1
864691134918614794,864691135976729923,1
864691134919570698,864691135986937347,1
864691134919748362,864691135975314799,1
864691134919748362,864691135975455599,1
864691134919748362,864691135976714863,3
864691134919869706,864691135975479363,1
864691134919902474,864691135976326979,1
864691134919902474,864691135986930179,2
864691134919967498,864691135975970371,1
864691134920072202,864691135987778952,1
864691134920082954,864691135987459331,1
864691134939975011,864691135976376643,1
864691134939992931,864691135977123395,1
864691134940003427,864691135975264623,1
864691134940009827,864691135986418432,1
864691134940025955,864691135975340399,1
864691134940025955,864691135976002115,1
864691134940025955,864691135976729923,2
864691134940206947,864691135975479363,1
864691134940844899,864691135987395075,1
864691134940933475,864691135975466307,2
864691134940933475,864691135976400451,1
864691134940933475,864691135976496707,1
864691134940939875,864691135986895619,1
864691134940960611,864691135976516419,1
864691134940967267,864691135976002115,2
864691134940970339,864691135976516419,1
864691134940970339,864691135977047107,1
864691134941346403,864691135975390575,2
864691134941346403,864691135976609603,1
864691134941346403,864691135976629571,1
864691134941488995,864691135977742659,1
864691134941490787,864691135975479363,1
864691134941714275,864691135987526659,1
864691134941953635,864691135986930179,1
864691134942169955,864691135976376643,1
864691134942169955,864691135987888643,1
864691134942610787,864691135977823555,1
864691134942659427,864691135977872707,1
864691134942667875,864691135975480175,2
864691134942692963,864691135976002115,1
864691134947412988,864691135987438339,2
864691134947448572,864691135976021571,2
864691134947448572,864691135987888643,1
864691134947712508,864691135987308291,1
864691134947838460,864691135977047107,1
864691134947838972,864691135975452995,1
864691134947906044,864691135976002115,1
864691134948165628,864691135977024879,1
864691134948176124,864691135976136515,1
864691134948193532,864691135975304303,1
864691134948239868,864691135975369327,1
864691134948345084,864691135975340399,1
864691134948365820,864691135976319555,1
864691134948414204,864691135975455599,1
864691134948566012,864691135975453807,1
864691134948605180,864691135976729923,2
864691134948605180,864691135987888643,4
864691134948659708,864691135975452995,1
864691134948788476,864691135987526659,1
864691134948958716,864691135975480175,1
864691134949087228,864691135987526659,1
864691134949150460,864691135986930179,1
864691134949256956,864691135977872707,1
864691134949368316,864691135975455599,1
864691134949568764,864691135976376431,1
864691134949774844,864691135976400451,1
864691134949774844,864691135976629571,1
864691134949977084,864691135977361731,1
864691134950149116,864691135975480175,1
864691134950149116,864691135975720771,1
864691134950149116,864691135976714863,2
864691134950149116,864691135977636675,4
864691134950228988,864691135975479363,1
864691134950228988,864691135976949059,1
864691134950228988,864691135977801539,1
864691134950228988,864691135977872707,2
864691134950228988,864691135987438339,1
864691134950228988,864691135987554307,1
864691134950228988,864691135987888643,2
864691134950248188,864691135977389635,1
864691134950315772,864691135975455599,1
864691134950315772,864691135975970371,2
864691134950317308,864691135976002115,1
864691134950338556,864691135977024879,1
864691134964419359,864691135975390575,1
864691134964437791,864691135987328003,1
864691134964440607,864691135975390575,1
864691134964443935,864691135987917315,1
864691134964699935,864691135976488003,1
864691134964754719,864691135976021571,1
864691134964800799,864691135975970371,1
864691134964864543,864691135987942147,1
864691134964997663,864691135976376643,1
864691134965213983,864691135977636675,1
864691134965402143,864691135987526659,1
864691134965414943,864691135977047107,2
864691134965433119,864691135976238447,1
864691134965579807,864691135977302339,1
864691134965618719,864691135976729923,1
864691134966040095,864691135987438339,1
864691134966060319,864691135975455599,1
864691134966290975,864691135977024879,1
864691134966306591,864691135976002115,3
864691134966306591,864691135976496707,2
864691134966306591,864691135976729923,1
864691134966306591,864691135986895619,2
864691134966306847,864691135975340399,1
864691134966306847,864691135976400451,1
864691134966306847,864691135976471363,1
864691134966306847,864691135987543043,2
864691134966495519,864691135976714863,1
864691134966495519,864691135977823555,1
864691134966510623,864691135975453807,2
864691134966510623,864691135976319555,1
864691134966510623,864691135977302339,1
864691134966510623,864691135986903811,1
864691134966759711,864691135975314799,1
864691134966759711,864691135976714863,1
864691134966759711,864691135977636675,1
864691134988375418,864691135976326979,1
864691134988383866,864691135976376431,1
864691134988383866,864691135976376643,1
864691134988403066,864691135976729923,3
864691134988426362,864691135987543043,1
864691134988456570,864691135976714863,2
864691134988464250,864691135975452995,1
864691134988467834,864691135975304303,1
864691134988480378,864691135986889475,1
864691134988481146,864691135975454787,2
864691134988596858,864691135975340399,4
864691134988596858,864691135987543043,2
864691134988798842,864691135976002115,2
864691134988798842,864691135976516419,1
864691134988922746,864691135986918915,1
864691134988941690,864691135987308291,1
864691134989152122,864691135975314799,1
864691134989188474,864691135987526659,2
864691134989215098,864691135975264623,1
864691134989233274,864691135976729923,1
864691134989283450,864691135976729923,1
864691134989372026,864691135976319555,1
864691134989447034,864691135975304303,1
864691134989461882,864691135975390575,1
864691134989461882,864691135976496707,1
864691134989461882,864691135976629571,3
