pre_pt_root_id,post_pt_root_id,n
864691134884748794,864691135479133126,1
864691134884751866,864691135488896570,1
864691134884754426,864691135488256570,1
864691134884759546,864691135479223238,2
864691134884791290,864691135488719674,1
864691134884855290,864691135489024058,1
864691134885026554,864691135489421114,1
864691134885142778,864691135479237318,1
864691134885173754,864691135488275258,1
864691134885617402,864691135479243462,1
864691134885640954,864691135478401448,3
864691134885681914,864691135490316346,2
864691134885715450,864691135489177402,1
864691134885792762,864691135488751162,1
864691134885810426,864691135479144902,2
864691134885957882,864691135479112902,1
864691134886037498,864691135478267590,1
864691134886037498,864691135479245254,1
864691134886037498,864691135479248070,1
864691134886037498,864691135480152262,1
864691134886037498,864691135488751162,1
864691134886037498,864691135489098042,3
864691134886037498,864691135489177658,3
864691134886037498,864691135489433914,1
864691134886288890,864691135488896570,1
864691134886288890,864691135489841466,1
864691134886350074,864691135488896570,1
864691134886400250,864691135479396550,1
864691134886467066,864691135488722746,1
864691134886528506,864691135479339462,1
864691134886975482,864691135478401448,1
864691134887175418,864691135489025850,1
864691134887260410,864691135478308038,1
864691134887260410,864691135489152826,1
864691134887383290,864691135479407558,1
864691134887397882,864691135488751162,1
864691134887429114,864691135489486650,1
864691134887471866,864691135488896570,1
864691134887499514,864691135488722746,1
864691134887540986,864691135488425274,1
864691134917395722,864691135479245254,1
864691134917414154,864691135488936762,1
864691134917434122,864691135488256570,1
864691134917645066,864691135489177658,1
864691134917645066,864691135490247015,1
864691134917898250,864691135479100358,2
864691134917901322,864691135478796230,1
864691134917901322,864691135489512250,1
864691134917901322,864691135490230119,1
864691134918141450,864691135479243462,2
864691134918200586,864691135479243462,2
864691134918211850,864691135488933690,1
864691134918301962,864691135489433914,1
864691134918406922,864691135489841466,1
864691134918409738,864691135479243462,1
864691134918596362,864691135489141818,1
864691134918614794,864691135479168454,1
864691134919570698,864691135479245254,3
864691134919570698,864691135488722746,1
864691134919748362,864691135479112902,1
864691134919748362,864691135479407558,1
864691134919748362,864691135489421114,1
864691134919902474,864691135479223238,1
864691134919953418,864691135478327208,1
864691134919967498,864691135478589352,1
864691134919967498,864691135488722746,2
864691134920072202,864691135478326952,2
864691134939986019,864691135489191482,1
864691134939998563,864691135489024058,1
864691134940004451,864691135489141818,2
864691134940025955,864691135478796230,1
864691134940025955,864691135479248070,2
864691134940025955,864691135489512250,1
864691134940025955,864691135490230119,2
864691134940246115,864691135488728634,1
864691134940362339,864691135479144902,1
864691134940379491,864691135489403194,1
864691134940406627,864691135488719674,1
864691134940483171,864691135490230119,1
864691134940504419,864691135479245254,1
864691134940847459,864691135489177658,1
864691134940933475,864691135489433914,4
864691134940946531,864691135479243462,2
864691134941164899,864691135489098042,1
864691134941488483,864691135489098042,1
864691134941488995,864691135478338728,1
864691134941941091,864691135478338728,1
864691134941953635,864691135478401448,1
864691134942169955,864691135479112902,1
864691134942221411,864691135479339462,1
864691134942221411,864691135489512250,1
864691134942659427,864691135488715066,1
864691134947399164,864691135478326952,1
864691134947410940,864691135490230119,1
864691134947425532,864691135489841466,1
864691134947428092,864691135488896570,1
864691134947437564,864691135489141818,2
864691134947712508,864691135490230119,2
864691134947756284,864691135478589352,1
864691134947843068,864691135478338728,1
864691134947861500,864691135478796230,1
864691134947906044,864691135490230119,1
864691134948165628,864691135488893754,1
864691134948196348,864691135478690246,1
864691134948285436,864691135479144902,1
864691134948305404,864691135478637766,1
864691134948605180,864691135479103174,1
864691134948605180,864691135479622086,1
864691134948907260,864691135489486650,1
864691134949219324,864691135478338728,1
864691134949221372,864691135488956218,1
864691134949256956,864691135478785990,2
864691134949568764,864691135479243462,6
864691134949774844,864691135489433914,3
864691134950149116,864691135478577576,1
864691134950149116,864691135479112902,1
864691134950149116,864691135479407558,1
864691134950149116,864691135488715066,1
864691134950149116,864691135488893754,1
864691134950149116,864691135488896570,1
864691134950149116,864691135489403194,1
864691134950149116,864691135489421114,4
864691134950228988,864691135478327208,1
864691134950228988,864691135478383528,2
864691134950228988,864691135478748358,2
864691134950228988,864691135478785990,1
864691134950228988,864691135479245254,1
864691134950228988,864691135488253242,1
864691134950228988,864691135489191482,1
864691134950315772,864691135489421114,1
864691134950317308,864691135479339462,3
864691134950395132,864691135489141818,1
864691134964443935,864691135488247866,1
864691134964800799,864691135488896570,1
864691134964831519,864691135489024058,1
864691134964849951,864691135489024058,1
864691134964997663,864691135479243462,1
864691134965202463,864691135479100358,1
864691134965213983,864691135489421114,2
864691134965411871,864691135488936762,1
864691134965414943,864691135490247015,1
864691134965415455,864691135489433914,1
864691134965612575,864691135479245254,1
864691134965615647,864691135489189178,1
864691134965718303,864691135480152262,2
864691134966047263,864691135488682692,1
864691134966063135,864691135478326952,1
864691134966187807,864691135489841466,1
864691134966306591,864691135480152262,4
864691134966306591,864691135488751162,7
864691134966306591,864691135489098042,1
864691134966306847,864691135479031238,1
864691134966306847,864691135489098042,1
864691134966306847,864691135489182522,2
864691134966306847,864691135489433914,7
864691134966703647,864691135490316346,1
864691134966759711,864691135489077562,1
864691134966759711,864691135489421114,3
864691134988388474,864691135478401448,2
864691134988388474,864691135479370694,1
864691134988402810,864691135490247015,1
864691134988403066,864691135489512250,1
864691134988452986,864691135478690246,2
864691134988480122,864691135479683014,1
864691134988480378,864691135488956218,1
864691134988596858,864691135478796230,5
864691134988596858,864691135488751162,2
864691134988596858,864691135489512250,1
864691134988596858,864691135490230119,2
864691134988930682,864691135488956986,1
864691134988939898,864691135488936762,1
864691134988941690,864691135478734022,2
864691134988946810,864691135488719674,1
864691134988966010,864691135479407558,1
864691134989037690,864691135479100358,1
864691134989251194,864691135479243462,1
864691134989260922,864691135478338728,1
864691134989260922,864691135488253242,1
864691134989283450,864691135479622086,1
864691134989354106,864691135489177658,1
864691134989364858,864691135490316346,1
864691134989457018,864691135489486650,1
864691134989461882,864691135480152262,1
864691134989472122,864691135489177658,1
864691134989535354,864691135489189178,1
864691134989912698,864691135479112902,1
864691134989920890,864691135488715066,2
864691134990148218,864691135488425274,1
864691134990358138,864691135489486650,1
864691134990380410,864691135488956218,1
864691134990996858,864691135478338728,1
864691134991040378,864691135478401448,1
864691134991040378,864691135479928774,1
864691134991040378,864691135488253242,4
864691134991210618,864691135478338728,1
864691135012351222,864691135479223238,2
864691135012369654,864691135489841466,1
864691135012381942,864691135481147846,1
864691135012406262,864691135488247866,1
864691135012412406,864691135479339462,1
864691135012414198,864691135489024058,1
864691135012432374,864691135479168454,1
864691135012442102,864691135479622086,1
864691135012444406,864691135489126458,1
864691135012455158,864691135488936762,1
864691135012465654,864691135478577576,1
864691135012466678,864691135478577576,1
864691135012469750,864691135478309830,1
864691135012469750,864691135489403194,1
864691135012494070,864691135479248070,1
864691135012614646,864691135481147846,1
864691135012814070,864691135479245254,1
864691135012831990,864691135478995910,1
864691135012868758,864691135488256570,1
864691135012895894,864691135478748358,1
864691135013105654,864691135478338728,2
864691135013236982,864691135479223238,1
864691135013272726,864691135489152826,1
864691135013279126,864691135478338728,1
864691135013295254,864691135488682692,1
864691135013325718,864691135488719674,2
864691135013325718,864691135489031226,1
864691135013334518,864691135479243462,1
864691135013337750,864691135479237318,1
864691135013452790,864691135480349638,1
864691135013462518,864691135489177658,1
864691135013490422,864691135488722746,1
864691135013528566,864691135478267590,2
864691135013548022,864691135488936762,2
864691135013555702,864691135479112902,1
864691135013596822,864691135488719674,2
864691135013677814,864691135488956218,2
864691135013727126,864691135479243462,1
864691135013775862,864691135490230119,1
864691135013838742,864691135488715066,2
864691135013838742,864691135489841466,1
864691135013881590,864691135489141818,1
864691135013895830,864691135478338728,1
864691135013905302,864691135479245254,1
