pre_pt_root_id,post_pt_root_id,n
0,864691135954446600,1
864691134884762106,864691135951977251,1
864691134884762106,864691135953770760,1
864691134884768506,864691135953906467,1
864691134884791290,864691135947474785,1
864691134884855290,864691135948462433,2
864691134884855290,864691135953299914,1
864691134885023994,864691135949030753,1
864691134885142778,864691135947608673,1
864691134885142778,864691135948873825,1
864691134885142778,864691135953360163,1
864691134885153018,864691135947588705,1
864691134885222906,864691135953299914,1
864691134885471994,864691135948462433,1
864691134885489402,864691135953110819,1
864691134885550330,864691135954446600,1
864691134885557498,864691135952870691,1
864691134885631738,864691135948591713,1
864691134885653242,864691135947591265,1
864691134885713914,864691135954446600,2
864691134885770234,864691135948462433,1
864691134885783034,864691135953188387,2
864691134886006778,864691135947876644,1
864691134886037498,864691135947520353,1
864691134886037498,864691135950554570,2
864691134886037498,864691135954515976,1
864691134886037498,864691135954578440,1
864691134886054650,864691135952838947,1
864691134886280698,864691135947520353,1
864691134886280698,864691135952902947,1
864691134886288890,864691135954114312,2
864691134886350330,864691135952020259,2
864691134886400250,864691135952800291,1
864691134886434298,864691135947474785,1
864691134886498042,864691135953110819,1
864691134886528506,864691135952913699,1
864691134886673658,864691135947898148,1
864691134886930170,864691135947608673,1
864691134886930170,864691135954114312,1
864691134887173882,864691135949030753,2
864691134887247610,864691135954114312,3
864691134887260410,864691135947474785,2
864691134887350266,864691135948211236,1
864691134887383290,864691135948873825,1
864691134887383290,864691135952929059,1
864691134887540986,864691135948097316,1
864691134887540986,864691135948873825,3
864691134887540986,864691135952800291,2
864691134887540986,864691135954114312,3
864691134887540986,864691135954210312,6
864691134887571450,864691135948097316,1
864691134887581434,864691135948873825,1
864691134917395722,864691135952924195,1
864691134917434122,864691135947474785,1
864691134917434122,864691135954501384,1
864691134917464330,864691135947450721,1
864691134917645066,864691135951985955,3
864691134917794314,864691135952750371,1
864691134917901322,864691135947629921,3
864691134917901322,864691135952720675,2
864691134917977610,864691135952913699,1
864691134918110986,864691135952901923,1
864691134918205706,864691135947591265,1
864691134918211850,864691135953906467,1
864691134918279946,864691135947501665,1
864691134918385930,864691135954446600,1
864691134918406922,864691135949046113,1
864691134918407690,864691135954446600,1
864691134918596106,864691135948842081,1
864691134918596362,864691135952902947,1
864691134918614794,864691135953188387,1
864691134918614794,864691135954446600,1
864691134918626314,864691135952901923,1
864691134919447562,864691135953110819,1
864691134919570698,864691135948050017,1
864691134919602698,864691135953360163,1
864691134919748362,864691135949030753,2
864691134919748362,864691135949046113,1
864691134919748362,864691135954114312,24
864691134919748362,864691135954313763,1
864691134919869706,864691135948942433,3
864691134919869706,864691135953906467,1
864691134919902474,864691135952929059,7
864691134920072202,864691135954602760,1
864691134939963491,864691135952885027,1
864691134939969635,864691135947898148,2
864691134939992419,864691135952835107,1
864691134939992931,864691135954602760,1
864691134940002147,864691135947501665,1
864691134940005731,864691135949030753,1
864691134940025955,864691135953299914,1
864691134940025955,864691135954446600,9
864691134940206435,864691135947479649,1
864691134940206947,864691135954443016,1
864691134940211555,864691135952902947,1
864691134940246115,864691135947525985,1
864691134940246115,864691135952020259,1
864691134940246115,864691135952913699,2
864691134940354403,864691135952020259,1
864691134940406627,864691135952838947,2
864691134940425059,864691135948097316,1
864691134940844899,864691135952870691,1
864691134940908643,864691135951985955,1
864691134940931939,864691135953110819,1
864691134940932451,864691135947628641,1
864691134940933475,864691135952376099,1
864691134940933475,864691135952902947,2
864691134940933475,864691135954504968,1
864691134940941411,864691135947591265,1
864691134940958563,864691135954114312,1
864691134940958563,864691135954582563,1
864691134940965219,864691135952720675,2
864691134940967267,864691135948907617,1
864691134940967267,864691135953188387,1
864691134941063523,864691135949030753,5
864691134941693027,864691135954114312,2
864691134941875299,864691135947608673,1
864691134941903203,864691135948238177,1
864691134941903203,864691135948873825,1
864691134941953635,864691135952929059,1
864691134942040931,864691135954582563,3
864691134942169955,864691135947479649,1
864691134942169955,864691135954114312,1
864691134942221411,864691135947631969,5
864691134942315107,864691135954114312,1
864691134942498147,864691135952885027,1
864691134942498147,864691135952913443,1
864691134942659427,864691135948942433,1
864691134942667875,864691135948873825,1
864691134947399676,864691135953188387,2
864691134947425532,864691135949046113,1
864691134947437564,864691135952506659,1
864691134947439868,864691135949091681,1
864691134947512060,864691135948591713,1
864691134947712508,864691135947629921,1
864691134947842812,864691135953110819,3
864691134947842812,864691135954537736,1
864691134947847676,864691135947591265,2
864691134947906044,864691135952720675,1
864691134948176124,864691135948522337,1
864691134948193532,864691135952914467,1
864691134948285436,864691135951985955,1
864691134948316924,864691135952838947,1
864691134948335356,864691135954582563,1
864691134948377340,864691135947450721,1
864691134948421372,864691135948462433,1
864691134948605180,864691135947525985,1
864691134948605180,864691135947631969,1
864691134948605180,864691135948907617,1
864691134948605180,864691135951980323,1
864691134948605180,864691135952901923,1
864691134948659708,864691135948661089,1
864691134948788476,864691135947437665,1
864691134949120764,864691135952490531,1
864691134949368316,864691135954114312,1
864691134949391612,864691135947474785,1
864691134949568764,864691135948207457,2
864691134950149116,864691135948873825,1
864691134950149116,864691135952800291,1
864691134950149116,864691135954114312,4
864691134950228988,864691135947525985,1
864691134950228988,864691135948050017,1
864691134950228988,864691135952750371,1
864691134950228988,864691135952913699,1
864691134950228988,864691135952924195,1
864691134950248188,864691135948942433,1
864691134950261500,864691135948942433,2
864691134950301180,864691135952802339,1
864691134950315772,864691135948873825,1
864691134950338556,864691135952800291,2
864691134950338556,864691135954210312,1
864691134950395132,864691135952902947,1
864691134950395132,864691135954582563,2
864691134964420383,864691135949091681,1
864691134964436767,864691135952902947,1
864691134964448799,864691135951984931,1
864691134964449823,864691135948097316,1
864691134964667935,864691135952885027,1
864691134964675103,864691135952870691,1
864691134964800799,864691135948873825,1
864691134964850975,864691135952376099,1
864691134964997663,864691135947608673,1
864691134965193247,864691135947876644,1
864691134965202463,864691135952870691,1
864691134965242911,864691135949091681,1
864691134965250335,864691135954501384,1
864691134965254687,864691135948207457,1
864691134965414943,864691135951581386,1
864691134965415455,864691135952376099,1
864691134965419551,864691135949030753,1
864691134965429023,864691135953785096,2
864691134965429535,864691135952885027,1
864691134965433119,864691135954480163,1
864691134965440031,864691135947591265,1
864691134965447967,864691135953110819,1
864691134965447967,864691135954114312,2
864691134965612319,864691135952720675,1
864691134965615647,864691135953299914,1
864691134965618719,864691135949091681,1
864691134965634591,864691135947450721,4
864691134965718303,864691135947631969,1
864691134965718303,864691135954504968,1
864691134966063135,864691135948873825,2
864691134966063135,864691135948942433,1
864691134966063135,864691135954114312,1
864691134966187807,864691135948238177,1
864691134966290975,864691135954393891,1
864691134966306591,864691135954446600,1
864691134966306591,864691135954504968,1
864691134966306847,864691135952376099,2
864691134966306847,864691135953785096,1
864691134966306847,864691135954504968,1
864691134966510623,864691135951980323,2
864691134966759711,864691135954313763,2
864691134988372346,864691135951581386,1
864691134988388474,864691135954480163,1
864691134988403066,864691135954446600,1
864691134988421242,864691135952835107,1
864691134988443002,864691135947450721,1
864691134988456314,864691135952838947,1
864691134988456570,864691135954313763,1
864691134988466298,864691135954602760,1
864691134988475258,864691135952902947,1
864691134988596858,864691135952376099,1
864691134988596858,864691135952506659,1
864691134988596858,864691135953785096,1
864691134988596858,864691135954446600,2
864691134988800890,864691135947479649,1
864691134988828794,864691135953299914,1
864691134988894330,864691135948873825,3
864691134988895610,864691135948842081,1
864691134988922746,864691135952322851,2
864691134988922746,864691135953772552,1
864691134988966010,864691135948238177,1
864691134989053818,864691135952902947,1
864691134989246586,864691135952929059,1
864691134989354106,864691135948462433,1
864691134989379450,864691135954210312,1
864691134989458298,864691135947474785,1
864691134989461882,864691135948462433,1
864691134989461882,864691135948842081,1
864691134989462394,864691135948207457,2
864691134989467514,864691135948462433,1
864691134989471098,864691135948907617,2
864691134989628538,864691135948462433,1
864691134989835898,864691135953188387,1
864691134989919098,864691135954582563,1
864691134990148218,864691135954582563,1
864691134990380410,864691135947437665,1
864691134990544762,864691135951954979,1
864691134990596474,864691135953110819,1
864691134990630010,864691135953110819,1
864691134990631290,864691135949046113,1
864691134990817914,864691135951984931,1
864691134990817914,864691135954446600,1
864691134990847098,864691135948050017,1
864691134990847098,864691135954443016,1
864691134991040378,864691135948936801,1
864691134991040378,864691135948942433,1
864691134991040378,864691135951980323,1
864691134991040378,864691135952924195,2
864691134991096442,864691135947479649,1
864691134991100794,864691135948873825,4
864691134991100794,864691135954114312,2
864691134991100794,864691135954393891,1
864691134991168378,864691135953110819,1
864691134991229562,864691135954313763,1
864691135012359414,864691135948522337,1
864691135012412406,864691135954446600,1
864691135012425206,864691135948462433,1
864691135012425974,864691135954446600,2
864691135012446966,864691135952838947,2
864691135012458742,864691135954501384,1
864691135012470262,864691135947898148,1
864691135012494070,864691135953299914,2
864691135012494070,864691135954446600,6
864691135012497654,864691135954446600,1
864691135012515830,864691135953906467,1
864691135012530422,864691135949091681,1
864691135012566774,864691135954602760,1
864691135012831734,864691135953299914,1
864691135012858614,864691135952870691,1
864691135012895894,864691135948541793,1
864691135012895894,864691135954443016,1
864691135012897430,864691135947591265,1
864691135012925078,864691135952750371,2
864691135012965622,864691135954114312,1
864691135013093878,864691135954602760,1
864691135013110774,864691135952835107,1
864691135013295254,864691135954114312,3
864691135013325718,864691135952901155,2
864691135013337750,864691135952800291,1
864691135013374710,864691135947615073,1
864691135013399190,864691135948462433,1
864691135013399190,864691135954446600,2
864691135013406966,864691135948842081,1
864691135013437174,864691135948462433,1
864691135013459190,864691135954114312,1
864691135013467382,864691135947479649,1
864691135013467542,864691135952913699,1
864691135013514998,864691135954537736,1
864691135013522934,864691135954114312,1
864691135013528566,864691135947520353,2
864691135013528566,864691135948842081,4
864691135013528566,864691135954578440,1
864691135013548022,864691135952870691,1
864691135013548278,864691135948873825,1
864691135013554166,864691135948462433,1
864691135013596822,864691135952838947,1
864691135013644182,864691135947437665,1
864691135013743862,864691135954504968,1
864691135013838742,864691135948873825,1
864691135013838742,864691135954582563,1
864691135013884054,864691135948211236,1
864691135013890038,864691135948907617,1
864691135013934230,864691135952506659,2
864691135013957622,864691135951984931,1
864691135013958390,864691135952901923,1
864691135013958390,864691135954504968,1
864691135013958390,864691135954515976,1
864691135014078102,864691135952376099,1
864691135014181878,864691135954480163,1
864691135014184182,864691135948207457,1
864691135014199542,864691135954504968,1
864691135014258070,864691135953906467,1
864691135014258070,864691135954446600,1
864691135014276342,864691135953188387,1
864691135014276342,864691135954446600,12
864691135014311670,864691135948942433,2
864691135014354070,864691135947629921,1
864691135014355094,864691135952376099,1
864691135014442486,864691135947629921,1
864691135014442486,864691135947631969,3
864691135014442486,864691135952913699,1
864691135014442486,864691135953785096,1
864691135014474902,864691135952490531,1
864691135014751734,864691135954313763,1
864691135014975894,864691135953110819,1
864691135015095446,864691135948591713,1
864691135015095446,864691135954114312,1
864691135015096822,864691135951954979,1
864691135015176438,864691135947437665,1
864691135015288566,864691135948873825,1
864691135015324406,864691135948942433,1
864691135015350422,864691135948873825,1
864691135015350422,864691135954114312,9
864691135015350422,864691135954582563,1
864691135015364854,864691135952800291,4
864691135015369974,864691135952800291,1
864691135015369974,864691135954114312,1
864691135015369974,864691135954210312,4
864691135015433110,864691135949046113,1
864691135015437462,864691135948591713,2
864691135015437462,864691135949030753,1
864691135015437462,864691135954313763,11
864691135015605910,864691135949030753,2
864691135015605910,864691135949046113,1
864691135015652246,864691135953360163,1
864691135015652246,864691135954480163,2
864691135015690134,864691135954114312,5
864691135015755670,864691135947608673,4
864691135015755670,864691135948873825,2
864691135015755670,864691135953360163,1
864691135015755670,864691135954582563,1
864691135015792534,864691135953770760,3
864691135015792534,864691135954578440,1
864691135015822742,864691135948050017,2
864691135015822742,864691135954443016,2
864691135015849366,864691135949030753,1
864691135058533275,864691135948936801,1
864691135058533275,864691135952490531,1
864691135058543003,864691135948873825,1
864691135058543003,864691135949046113,1
864691135058548379,864691135952838947,1
864691135058562715,864691135952870691,2
864691135058582427,864691135953110819,2
