pre_pt_root_id,post_pt_root_id,n
864691134884762106,864691135654570690,2
864691134884855290,864691135639881275,2
864691134884855290,864691135645306351,1
864691134885142266,864691135645420015,1
864691134885142778,864691135654948546,1
864691134885222906,864691135654447554,1
864691134885589754,864691135645420015,1
864691134885617402,864691135655372482,1
864691134885631738,864691135655676098,1
864691134885653242,864691135645445871,1
864691134885681914,864691135640801083,1
864691134886001146,864691135645544431,1
864691134886037498,864691135644611311,3
864691134886037498,864691135645143279,1
864691134886037498,864691135646119919,1
864691134886037498,864691135654570690,4
864691134886037498,864691135654959810,1
864691134886080250,864691135645143279,1
864691134886095610,864691135646053103,1
864691134886288890,864691135639901499,1
864691134886288890,864691135645350895,1
864691134886295802,864691135645529583,1
864691134886295802,864691135655168962,1
864691134886400250,864691135654948546,2
864691134886434298,864691135640089659,1
864691134886528506,864691135655448002,2
864691134886659834,864691135654280386,1
864691134886673658,864691135645377519,1
864691134886997498,864691135654618818,1
864691134887247610,864691135639901499,4
864691134887350266,864691135639897147,1
864691134887383290,864691135646053103,1
864691134887383290,864691135655372482,1
864691134887540986,864691135655028930,2
864691134887540986,864691135655676098,2
864691134917415178,864691135644642543,1
864691134917488138,864691135654529986,1
864691134917794314,864691135640185915,1
864691134917881098,864691135654447554,2
864691134918182410,864691135655143106,1
864691134918205706,864691135640089659,1
864691134918205706,864691135645425903,1
864691134918318602,864691135654980546,1
864691134918384650,864691135644642543,7
864691134918384650,864691135645306351,1
864691134918396938,864691135645420015,1
864691134918400522,864691135654529986,1
864691134918596362,864691135646841327,1
864691134918626314,864691135644704751,2
864691134918746634,864691135654715586,1
864691134918947338,864691135654570690,1
864691134919213834,864691135645445871,1
864691134919213834,864691135654618818,1
864691134919570698,864691135655051202,1
864691134919748362,864691135639897147,1
864691134919748362,864691135639901499,1
864691134919748362,864691135640873531,1
864691134919902474,864691135654696642,3
864691134919967498,864691135655028930,1
864691134939975011,864691135640801083,1
864691134939991651,864691135639881275,1
864691134939992931,864691135640532539,1
864691134939992931,864691135645367535,1
864691134940025955,864691135654529986,1
