pre_pt_root_id,post_pt_root_id,n
864691134884759546,864691135781760592,1
864691134884759546,864691135784320307,1
864691134884855290,864691135781796176,2
864691134884855290,864691135784266180,1
864691134885139962,864691135781760592,1
864691134885292282,864691135785258948,1
864691134885456890,864691135785079603,1
864691134885481722,864691135781081680,1
864691134885484282,864691135782378547,1
864691134885489402,864691135781635920,1
864691134885550330,864691135785245636,1
864691134885557498,864691135778588349,1
864691134885577466,864691135783368499,1
864691134885577466,864691135784494643,1
864691134885584634,864691135782776627,1
864691134885584634,864691135783329587,2
864691134885681914,864691135785522884,1
864691134885792762,864691135781931344,1
864691134885797370,864691135781263184,1
864691134885803258,864691135785258948,1
864691134886006778,864691135778825133,1
864691134886037498,864691135783029072,1
864691134886037498,864691135783329587,1
864691134886080250,864691135781258320,1
864691134886095610,864691135783359539,1
864691134886209786,864691135781081680,1
864691134886210554,864691135785079603,1
864691134886288890,864691135779049056,2
864691134886288890,864691135784914483,1
864691134886288890,864691135785079603,1
864691134886354938,864691135783364659,1
864691134886444794,864691135783373363,1
864691134886444794,864691135784316467,1
864691134886761978,864691135779049056,1
864691134886808314,864691135778825133,3
864691134886997498,864691135778604640,1
864691134886997498,864691135779049056,1
864691134887260410,864691135781847888,1
864691134887383290,864691135779634621,5
864691134887444730,864691135779049056,1
864691134887465722,864691135778825133,1
864691134887538426,864691135781543760,1
864691134887538426,864691135785258948,1
864691134887540986,864691135779724477,3
864691134887540986,864691135783285043,1
864691134887540986,864691135784914483,2
864691134887571450,864691135779724477,1
864691134887571450,864691135784914483,1
864691134887577850,864691135782156368,1
864691134887577850,864691135783373363,3
864691134887615226,864691135784914483,1
864691134887635962,864691135778638013,1
864691134887635962,864691135778659501,1
864691134917408266,864691135781824592,2
864691134917408266,864691135782872627,6
864691134917408266,864691135783077683,1
864691134917408266,864691135783350323,2
864691134917411082,864691135783096627,1
864691134917488138,864691135781752400,2
864691134917620234,864691135783350323,1
864691134917669642,864691135785079603,1
864691134917901322,864691135783077683,1
864691134918174986,864691135781670992,1
864691134918210058,864691135785029939,1
864691134918211850,864691135783364659,1
864691134918307594,864691135781760592,2
864691134918323466,864691135782776627,1
864691134918367498,864691135779168352,1
864691134918384650,864691135782265424,4
864691134918384650,864691135783215667,1
864691134918392074,864691135785258948,1
864691134918393098,864691135782156368,1
864691134918408458,864691135782156368,1
864691134918528522,864691135784316467,1
864691134918533130,864691135779724477,1
864691134918533130,864691135784914483,1
864691134918754058,864691135781081680,1
864691134918754058,864691135783029072,6
864691134918754058,864691135785029939,1
864691134918908170,864691135782544435,1
864691134918949386,864691135783359539,1
864691134919748362,864691135778604640,1
864691134919748362,864691135779049056,2
864691134919748362,864691135783285043,1
864691134919748362,864691135784914483,1
864691134919748362,864691135785079603,2
864691134919902474,864691135783359539,1
864691134919972106,864691135784914483,1
864691134920000010,864691135779049056,1
864691134920000010,864691135784316467,1
864691134920045834,864691135781564496,2
864691134920077322,864691135784914483,1
864691134920077322,864691135785079603,1
864691134939972195,864691135784266180,1
864691134940025955,864691135781752400,1
864691134940025955,864691135782156368,1
864691134940025955,864691135782265424,1
864691134940025955,864691135782544435,1
864691134940246115,864691135782156368,1
864691134940337507,864691135781824592,1
864691134940343395,864691135781263184,1
864691134940398691,864691135783303987,2
864691134940398947,864691135781564496,1
864691134940636259,864691135778726752,1
864691134940636259,864691135785029939,1
864691134940676963,864691135782156368,1
864691134940745571,864691135785079603,1
864691134940813411,864691135781543760,1
864691134940933475,864691135782265424,5
864691134940933475,864691135783365427,1
864691134940946531,864691135784320307,1
864691134940947299,864691135785522884,1
864691134940947555,864691135785079603,1
864691134940954211,864691135781931344,1
864691134940963939,864691135784316467,1
864691134940965219,864691135781081680,3
864691134940965219,864691135783167795,1
864691134940967267,864691135782156368,4
864691134940967267,864691135783350323,1
864691134941305955,864691135781258320,1
864691134941328739,864691135781081680,1
864691134942169955,864691135779634621,1
864691134942169955,864691135783359539,1
864691134942169955,864691135785079603,1
864691134942221411,864691135781824592,2
864691134942221411,864691135783077683,2
864691134942468707,864691135784914483,2
864691134942468707,864691135785029939,2
864691134942472035,864691135784914483,1
864691134942472035,864691135785029939,1
864691134942498147,864691135780791120,1
864691134942498147,864691135784320307,2
864691134942498147,864691135785522884,4
864691134942544483,864691135783359539,3
864691134942544483,864691135784316467,1
864691134942610787,864691135785029939,1
864691134942613347,864691135781931344,1
864691134942692963,864691135782156368,1
864691134942699107,864691135778638013,1
864691134942699107,864691135783029072,1
864691134942699107,864691135784914483,1
864691134947444220,864691135778588349,1
864691134947463164,864691135779168352,1
864691134947847676,864691135785689284,3
864691134947856124,864691135781635920,1
864691134947861500,864691135783303987,2
864691134947906044,864691135781796944,1
864691134947906044,864691135782156368,1
864691134947906044,864691135783077683,1
864691134947959548,864691135781796176,1
864691134947959548,864691135782544435,1
864691134948232188,864691135782872627,1
864691134948250364,864691135784354355,1
864691134948285436,864691135782544435,1
864691134948396540,864691135784553779,1
864691134948404220,864691135785029939,3
864691134948421372,864691135781081680,1
864691134948423164,864691135783097651,1
864691134948429052,864691135781752400,1
864691134948429052,864691135781848400,1
864691134948430844,864691135783312947,2
864691134948605180,864691135781081680,3
864691134948605180,864691135782156368,3
864691134948605180,864691135782872627,4
864691134948605180,864691135783077683,3
864691134948605180,864691135783364659,1
864691134948741116,864691135783161907,8
864691134948843772,864691135784914483,1
864691134949087228,864691135784316467,1
864691134949221372,864691135785079603,2
864691134949248508,864691135779049056,1
864691134949248508,864691135779634621,1
864691134949410300,864691135781081680,3
864691134949410300,864691135781794128,1
864691134949410300,864691135781824592,1
864691134949410300,864691135782156368,1
864691134949410300,864691135782872627,4
864691134949410300,864691135783350323,1
864691134949568764,864691135784316467,1
864691134949568764,864691135785522884,1
864691134949628412,864691135783499059,1
864691134949774844,864691135782265424,8
864691134949806844,864691135785258948,1
864691134950149116,864691135778604640,1
864691134950149116,864691135778744749,1
864691134950149116,864691135781263184,1
864691134950149116,864691135781835344,5
864691134950149116,864691135784914483,2
864691134950152700,864691135779049056,1
864691134950156796,864691135778659501,1
864691134950156796,864691135779634621,1
864691134950156796,864691135779724477,1
864691134950228988,864691135778638013,1
864691134950228988,864691135778659501,1
864691134950228988,864691135781258320,1
864691134950228988,864691135781564496,3
864691134950228988,864691135782872627,2
864691134950228988,864691135783029072,8
864691134950228988,864691135783364659,3
864691134950228988,864691135783400016,1
864691134950228988,864691135784354355,1
864691134950228988,864691135785029939,1
864691134950338556,864691135781263184,1
864691134950338556,864691135785258948,1
864691134950395132,864691135783365683,1
864691134964709151,864691135781847888,1
864691134964733983,864691135779168352,2
864691134964741407,864691135778588349,1
864691134964754719,864691135781258320,2
864691134964790303,864691135783077683,1
864691134964801055,864691135783276595,1
864691134964964895,864691135783365683,2
864691134965242911,864691135785245636,1
864691134965306655,864691135782776627,2
864691134965346591,864691135785029939,1
864691134965415455,864691135781931344,1
864691134965429535,864691135784320307,3
864691134965433119,864691135784914483,1
864691134965440031,864691135785689284,3
864691134965447711,864691135783097651,1
864691134965718303,864691135783077683,4
864691134965718303,864691135783303987,3
864691134965735199,864691135785029939,1
864691134965825311,864691135783310643,1
864691134966047263,864691135783310643,1
864691134966063135,864691135784914483,1
864691134966069023,864691135784316467,1
864691134966297119,864691135783077683,1
864691134966297119,864691135783373363,5
864691134966301983,864691135779168352,1
864691134966306591,864691135781081680,1
864691134966306847,864691135781267792,3
864691134966306847,864691135781752400,1
864691134966306847,864691135781794128,1
864691134966306847,864691135781931344,1
864691134966306847,864691135782265424,4
864691134966306847,864691135782544435,1
864691134966306847,864691135783365427,1
864691134966413087,864691135782872627,2
864691134966413087,864691135783077683,2
864691134966413087,864691135783329587,1
864691134966495519,864691135778604640,1
864691134966495519,864691135783400016,1
864691134966495519,864691135785079603,1
864691134966710559,864691135784316467,1
864691134966759711,864691135782325072,2
864691134966852383,864691135782156368,1
864691134988437370,864691135783373363,1
864691134988596858,864691135783077683,1
864691134988596858,864691135783303987,2
864691134988894330,864691135784914483,1
864691134988930682,864691135783359539,1
864691134989024122,864691135781931344,1
864691134989037690,864691135783161907,1
864691134989156474,864691135783161907,1
864691134989281658,864691135778588349,1
864691134989290874,864691135779168352,1
864691134989292154,864691135782265424,1
864691134989379450,864691135784914483,2
864691134989384058,864691135782872627,1
864691134989448570,864691135781081680,1
864691134989454970,864691135781258320,1
864691134989463418,864691135783108403,1
864691134989463418,864691135783161907,1
864691134989465978,864691135779728573,1
864691134989471098,864691135782156368,2
864691134989471098,864691135782872627,1
864691134989578106,864691135779049056,1
864691134989641850,864691135781206096,1
864691134989909114,864691135779168352,1
864691134989909114,864691135782776627,1
864691134989909114,864691135783400016,1
864691134990148218,864691135779049056,3
864691134990148218,864691135779724477,2
864691134990148218,864691135781081680,1
864691134990435194,864691135781727312,1
864691134990630010,864691135785079603,1
864691134990631290,864691135783285043,1
864691134990781050,864691135781564496,1
864691134990798970,864691135785029939,2
864691134990817914,864691135782544435,1
864691134990847098,864691135783285043,1
864691134991010426,864691135779634621,1
864691134991032954,864691135779049056,1
864691134991032954,864691135783285043,1
864691134991040378,864691135781564496,1
864691134991040378,864691135783029072,1
864691134991067002,864691135779049056,1
864691134991229562,864691135783400016,1
864691135012351990,864691135780791120,1
864691135012411638,864691135783161907,1
864691135012418550,864691135783161907,2
864691135012483062,864691135781931344,1
864691135012549878,864691135785255876,1
864691135012857494,864691135784914483,2
864691135012858614,864691135783161907,1
864691135012895894,864691135783212339,1
864691135012919702,864691135783096371,1
864691135012925078,864691135783373363,1
864691135012948214,864691135781081680,3
864691135012961014,864691135783368499,1
864691135013035766,864691135783029072,1
864691135013057782,864691135783364659,1
864691135013151990,864691135784320307,3
864691135013254134,864691135784632115,1
864691135013293558,864691135778659501,1
864691135013325718,864691135783256883,1
864691135013377014,864691135784553779,1
864691135013399190,864691135782544435,3
864691135013406966,864691135779168352,1
864691135013410294,864691135782265424,1
864691135013467542,864691135782872627,1
864691135013516534,864691135780791120,1
864691135013517046,864691135781760592,1
864691135013522934,864691135785079603,1
864691135013528566,864691135782544435,1
864691135013528566,864691135782872627,1
864691135013530870,864691135782536755,1
864691135013546486,864691135782156368,1
864691135013548022,864691135783161907,2
864691135013550582,864691135783364659,1
864691135013624214,864691135781796176,1
864691135013807862,864691135781931344,1
864691135013815702,864691135783108403,3
864691135013873558,864691135783167795,1
864691135013884054,864691135778646701,1
864691135013902230,864691135783161907,2
864691135013905302,864691135782544435,1
864691135013905302,864691135783365683,13
864691135013908886,864691135779168352,1
864691135013908886,864691135781543760,1
864691135013909398,864691135781958992,7
864691135013909398,864691135783350323,6
864691135013909398,864691135783373363,2
864691135013934230,864691135782119760,1
864691135013934230,864691135782872627,1
864691135013957622,864691135782544435,2
864691135013957622,864691135783365683,1
864691135013958390,864691135783365683,5
864691135014181878,864691135784354355,1
864691135014215318,864691135784073267,1
864691135014250902,864691135781635920,2
864691135014276342,864691135783365683,1
864691135014276342,864691135783373363,2
864691135014286998,864691135782544435,1
864691135014354070,864691135783161907,1
864691135014383254,864691135781752400,1
864691135014442486,864691135781081680,1
864691135014442486,864691135781824592,1
864691135014442486,864691135783077683,2
864691135014442486,864691135783303987,2
864691135014600950,864691135780791120,1
864691135014600950,864691135785079603,1
864691135014681590,864691135781635920,1
864691135014696182,864691135780791120,2
864691135014751734,864691135778646701,1
864691135014751734,864691135778744749,1
864691135014751734,864691135779181920,2
864691135014751734,864691135781835344,1
864691135014751734,864691135781838672,4
864691135014751734,864691135782325072,1
864691135014751734,864691135783285043,1
864691135014975894,864691135782544435,1
864691135015048342,864691135778604640,1
864691135015154934,864691135781543760,1
864691135015154934,864691135781727312,1
864691135015224566,864691135779168352,1
864691135015238646,864691135779728573,1
864691135015238646,864691135783310643,2
864691135015238646,864691135785029939,1
864691135015242134,864691135785029939,1
864691135015322614,864691135778638013,5
864691135015322614,864691135778646701,4
864691135015322614,864691135779049056,7
864691135015322614,864691135781838672,1
864691135015322614,864691135782325072,1
864691135015322614,864691135783400016,4
864691135015346838,864691135781727312,1
864691135015350422,864691135778604640,1
864691135015350422,864691135785079603,7
864691135015352054,864691135781564496,1
864691135015352054,864691135783400016,1
864691135015364854,864691135781796944,3
864691135015369974,864691135779724477,1
864691135015437462,864691135778638013,1
864691135015437462,864691135778744749,3
864691135015437462,864691135783400016,1
864691135015437462,864691135785079603,1
864691135015440534,864691135783364659,1
864691135015504022,864691135780790864,1
864691135015605910,864691135778604640,1
864691135015605910,864691135784914483,5
864691135015605910,864691135785079603,2
864691135015652246,864691135779634621,1
864691135015655574,864691135783029072,3
864691135015690134,864691135779724477,1
864691135015692182,864691135783029072,1
864691135015755670,864691135779724477,2
864691135015755670,864691135781796944,2
864691135015755670,864691135783285043,1
864691135015755670,864691135785079603,1
864691135015792534,864691135782776627,2
864691135015822742,864691135781564496,3
864691135015822742,864691135783029072,1
864691135015822742,864691135785029939,1
864691135015849366,864691135778825133,1
864691135058532507,864691135781670992,1
864691135058539163,864691135782536755,1
864691135058548379,864691135785689284,1
864691135058577563,864691135781267792,1
864691135058844827,864691135782156368,2
864691135058889115,864691135781081680,1
864691135058889115,864691135782872627,3
864691135058889115,864691135783077683,1
864691135058889115,864691135783108403,1
864691135058889115,864691135783365427,1
864691135058992539,864691135781263184,1
864691135059131291,864691135781794128,2
864691135059143323,864691135783312947,1
864691135059266203,864691135778744749,1
864691135059266203,864691135779634621,1
864691135059443355,864691135778588349,1
864691135059538587,864691135783215667,1
864691135059539099,864691135783306547,1
864691135059540635,864691135784914483,1
864691135059542939,864691135781543760,2
864691135059554971,864691135784073267,1
864691135059554971,864691135784316467,1
864691135059554971,864691135784320307,1
864691135059558299,864691135782156368,1
864691135059561371,864691135781081680,2
864691135059845275,864691135781081680,1
864691135059845275,864691135782265424,1
864691135059845275,864691135782872627,1
864691135059954075,864691135781727312,1
864691135060651419,864691135779634621,3
864691135060678299,864691135784914483,1
864691135060740507,864691135781267792,2
864691135060740507,864691135782265424,1
864691135060768923,864691135785079603,1
864691135060772763,864691135778638013,1
