pre_pt_root_id,post_pt_root_id,n
864691134884762106,864691135210447481,1
864691134884762106,864691135211658176,1
864691134884764666,864691135212719232,1
864691134884789498,864691135211113920,1
864691134884791290,864691135212706432,2
864691134885022458,864691135210382201,1
864691134885023994,864691135210178169,1
864691134885148410,864691135209378681,1
864691134885178362,864691135210042560,1
864691134885179898,864691135213114240,1
864691134885471994,864691135210929856,1
864691134885509370,864691135213726848,1
864691134885557498,864691135213625472,1
864691134885800186,864691135213726848,1
864691134886037498,864691135210382201,1
864691134886037498,864691135210447481,1
864691134886037498,864691135210662592,2
864691134886037498,864691135211266752,1
864691134886037498,864691135213702016,2
864691134886037498,864691135213714560,3
864691134886054650,864691135212719232,1
864691134886280698,864691135213603200,1
864691134886400250,864691135210178169,1
864691134886503674,864691135210795200,1
864691134886503674,864691135213431680,2
864691134886518266,864691135213154176,1
864691134886930170,864691135210795200,1
864691134887260410,864691135212706432,2
864691134887260410,864691135212719232,1
864691134887260410,864691135213436032,1
864691134887331066,864691135213611648,1
864691134887540986,864691135210403705,1
864691134887540986,864691135210795200,1
864691134917378314,864691135211755456,1
864691134917395722,864691135210447481,4
864691134917431306,864691135212619136,4
864691134917794314,864691135210447481,1
864691134917898250,864691135211106752,1
864691134917901322,864691135213726848,2
864691134918110986,864691135210073024,1
864691134918110986,864691135210074048,1
864691134918190090,864691135210447481,1
864691134918197514,864691135213497216,1
864691134918407690,864691135211106496,1
864691134918413066,864691135213726848,1
864691134918528522,864691135211755456,1
864691134918614794,864691135213497216,1
864691134918626314,864691135213714560,1
864691134918785290,864691135210929856,1
864691134919039242,864691135210074048,1
864691134919570698,864691135212307136,2
864691134919748362,864691135209378681,1
864691134919748362,864691135210403705,1
864691134919869706,864691135209346681,1
864691134919869706,864691135212398528,1
864691134919955466,864691135210178169,2
864691134919955466,864691135210358137,1
864691134920072202,864691135211278272,1
864691134920072202,864691135212398528,1
864691134939972195,864691135213497216,1
864691134939991651,864691135211106752,2
864691134939991651,864691135213691264,1
864691134939998307,864691135210881472,1
864691134940004451,864691135213687680,1
864691134940025955,864691135210783168,1
864691134940025955,864691135213691264,4
864691134940025955,864691135213726848,1
864691134940425059,864691135213179264,1
864691134940483171,864691135213726848,1
864691134940745827,864691135209378681,1
864691134940767843,864691135210862528,1
864691134940809315,864691135211039936,1
864691134940844899,864691135210038720,1
864691134940933475,864691135213603200,1
864691134940946531,864691135212706432,1
864691134940946531,864691135213436032,1
864691134940957795,864691135213431936,4
864691134940958563,864691135210795200,1
864691134940960867,864691135212619136,1
864691134940970339,864691135211106752,4
864691134941346403,864691135213154176,2
864691134941488995,864691135213092408,1
864691134941714275,864691135212719232,1
864691134942161763,864691135209378681,1
864691134942498147,864691135210866368,1
864691134942498147,864691135212719232,1
864691134942692963,864691135213726848,1
864691134947412988,864691135213268608,2
864691134947413244,864691135211119296,1
864691134947413244,864691135211205824,1
864691134947437564,864691135211266752,1
864691134947449852,864691135213431936,1
864691134947454972,864691135210862528,1
864691134947454972,864691135213436032,1
864691134947712508,864691135210058688,1
864691134947842812,864691135212125376,1
864691134947847676,864691135213436032,1
864691134947861500,864691135212658048,1
864691134947906044,864691135213691264,1
864691134947959548,864691135213497216,1
864691134948165628,864691135210934208,1
864691134948232188,864691135211266752,1
864691134948239356,864691135213726848,4
864691134948414204,864691135213431680,1
864691134948418556,864691135213726848,1
864691134948605180,864691135211003328,3
864691134948605180,864691135213603200,1
864691134948605180,864691135213631872,1
864691134948605180,864691135213714560,1
864691134948663036,864691135213631872,1
864691134948788476,864691135210178169,1
