pre_pt_root_id,post_pt_root_id,n
864691134884743674,864691135989282304,1
864691134884754426,864691135988273155,1
864691134884759546,864691135991171328,1
864691134884762106,864691135992401601,2
864691134884782330,864691135988026115,1
864691134884789498,864691135991171328,1
864691134884791290,864691135991171328,1
864691134884855290,864691135988661504,1
864691134884855290,864691135992471233,1
864691134885047290,864691135988875427,1
864691134885142778,864691135990959616,1
864691134885142778,864691135991822529,1
864691134885163002,864691135988023043,1
864691134885489402,864691135988273155,1
864691134885489402,864691135991801025,1
864691134885653242,864691135989224704,1
864691134885675770,864691135988317952,1
864691134885681914,864691135989323776,2
864691134885782778,864691135989297152,1
864691134885792762,864691135991067136,1
864691134885799162,864691135988292608,1
864691134885805306,864691135991801025,2
864691134885813754,864691135988217347,1
864691134885957882,864691135989323523,1
864691134885957882,864691135992259777,1
864691134886037498,864691135988292608,1
864691134886037498,864691135989704192,1
864691134886037498,864691135991067136,1
864691134886037498,864691135991526593,4
864691134886037498,864691135991870401,1
864691134886037498,864691135991923658,1
864691134886055930,864691135989704192,3
864691134886058746,864691135989180672,1
864691134886295802,864691135988788480,1
864691134886400250,864691135989180672,1
864691134886400250,864691135990959616,1
864691134886400250,864691135992485825,1
864691134886434298,864691135989297152,1
864691134886434298,864691135989313024,1
864691134886434298,864691135991171328,1
864691134886528506,864691135991067136,1
864691134886770682,864691135991067136,2
864691134887175418,864691135989297152,1
864691134887260410,864691135988273155,1
864691134887260410,864691135991801025,2
864691134887350266,864691135989742595,1
864691134887540986,864691135988869123,3
864691134887540986,864691135989323523,1
864691134887540986,864691135991197184,4
864691134887571450,864691135989323523,1
864691134917431306,864691135991505345,1
864691134917794314,864691135991494081,1
864691134917923338,864691135991197184,1
864691134918110986,864691135992215745,1
864691134918163210,864691135992211137,1
864691134918260234,864691135988026115,2
864691134918290698,864691135991801025,2
864691134918318602,864691135992283073,1
864691134918385930,864691135987966467,1
864691134918396938,864691135989344512,1
864691134918400522,864691135992451521,3
864691134918406922,864691135989573635,1
864691134918596362,864691135987966467,1
864691134918596362,864691135989836288,1
864691134918614794,864691135988661504,1
864691134918626314,864691135988292608,4
864691134918626314,864691135992471233,1
864691134918746634,864691135989836288,1
864691134918889482,864691135989344512,1
864691134919039242,864691135988292608,1
864691134919039242,864691135991067136,1
864691134919289610,864691135991481793,1
864691134919570698,864691135988330755,1
864691134919748362,864691135989180672,2
864691134919748362,864691135989323523,1
864691134919748362,864691135991197184,1
864691134919748362,864691135992211137,1
864691134920072202,864691135989504003,1
864691134920072202,864691135989713155,1
864691134920130570,864691135989704192,1
864691134939972195,864691135989662720,3
864691134939986019,864691135989704192,1
864691134939997283,864691135989297152,1
864691134939998563,864691135988875427,1
864691134940003427,864691135991870401,1
864691134940025955,864691135987993347,4
864691134940025955,864691135989312256,1
864691134940381539,864691135991197184,1
864691134940397411,864691135992211137,3
864691134940676963,864691135988292608,1
864691134940676963,864691135991067136,3
864691134940727907,864691135992435649,1
