pre_pt_root_id,post_pt_root_id,n
864691134884759546,864691136952165599,1
864691134884882170,864691136954037471,1
864691134885047290,864691136935939295,3
864691134885122810,864691136946468319,1
864691134885153018,864691136926403658,1
864691134885222906,864691136945605855,1
864691134885481722,864691136951618015,1
864691134885489402,864691136926174538,1
864691134885567738,864691136926341706,1
864691134885800698,864691136946468319,1
864691134885810426,864691136925389386,2
864691134885863418,864691136952783071,1
864691134886037498,864691136926217546,1
864691134886037498,864691136926257482,3
864691134886037498,864691136926316106,1
864691134886037498,864691136926341706,1
864691134886037498,864691136945666271,1
864691134886037498,864691136951611871,1
864691134886054650,864691136926174538,1
864691134886055930,864691136926332490,1
864691134886208762,864691136945666271,1
864691134886288890,864691136953451743,1
864691134886295802,864691136926403658,1
864691134886350074,864691136951562463,1
864691134886400250,864691136953451743,2
864691134886930170,864691136952607199,1
864691134887236346,864691136952631263,1
864691134887260410,864691136926174538,7
864691134887260410,864691136926409802,4
864691134887260410,864691136927814218,2
864691134887350266,864691136951557855,1
864691134887383290,864691136952165599,1
864691134887540986,864691136953817311,1
864691134917415178,864691136945666271,1
864691134917431306,864691136952783071,1
864691134917488138,864691136939694559,1
864691134917642250,864691136953141727,1
864691134917644554,864691136953005535,2
864691134917795850,864691136925381706,1
864691134917898250,864691136925981258,1
864691134917898250,864691136951473887,1
864691134918110986,864691136926316106,1
864691134918120458,864691136926409802,1
864691134918120458,864691136952165599,1
864691134918409738,864691136951959007,1
864691134918590730,864691136951562463,1
864691134918604810,864691136952258015,1
864691134918614794,864691136945666271,1
864691134918746634,864691136952789215,1
864691134919213834,864691136951959007,1
864691134919225354,864691136953451743,3
864691134919602698,864691136927724106,1
864691134919748362,864691136952607199,5
864691134919869706,864691136927814218,1
864691134919902474,864691136951959007,1
864691134919902474,864691136953871071,1
864691134919902474,864691136954053599,2
864691134939963491,864691136951959007,2
864691134939972195,864691136925389386,1
864691134939972195,864691136951631839,1
864691134939991651,864691136931585759,2
864691134939991651,864691136943866847,1
864691134939998563,864691136943866847,1
864691134940002147,864691136952881375,1
864691134940011107,864691136952912863,1
864691134940025955,864691136926403658,2
864691134940025955,864691136951593951,1
864691134940246115,864691136952761055,1
864691134940425059,864691136952631263,1
864691134940844899,864691136947093983,2
864691134940874083,864691136939694559,2
864691134940874083,864691136945637343,2
864691134940933475,864691136945666271,1
864691134940933475,864691136945672671,6
864691134940941411,864691136926409802,1
864691134940941411,864691136953141727,1
864691134940947299,864691136953141727,1
864691134940965219,864691136926403658,1
