pre_pt_root_id,post_pt_root_id,n
864691134884746490,864691135502631005,2
864691134884746490,864691135502658397,1
864691134884751866,864691135503285058,1
864691134884754426,864691135502309725,2
864691134884754426,864691135502536629,1
864691134884855290,864691135502754229,1
864691134884855290,864691135502774621,3
864691134885488634,864691135502436021,1
864691134885681914,864691135503602613,1
864691134885783034,864691135502414402,1
864691134886006778,864691135503308354,1
864691134886037498,864691135502052533,1
864691134886037498,864691135502534722,4
864691134886037498,864691135502615362,1
864691134886037498,864691135502629698,2
864691134886037498,864691135502648413,2
864691134886037498,864691135502754229,1
864691134886037498,864691135502836829,2
864691134886037498,864691135502991797,1
864691134886208762,864691135502627650,1
864691134886288890,864691135503285058,1
864691134886295802,864691135501831261,1
864691134886364922,864691135503163202,1
864691134886434298,864691135503163202,1
864691134886503674,864691135502535234,1
864691134886528506,864691135503013301,1
864691134886791162,864691135502324573,1
864691134887173882,864691135502536629,1
864691134887175418,864691135503008437,1
864691134887260410,864691135502054069,1
864691134887260410,864691135502309725,3
864691134887260410,864691135502536629,2
864691134887331066,864691135502713693,1
864691134887331066,864691135503170741,1
864691134887383290,864691135502535234,1
864691134887397882,864691135502837597,1
864691134887540986,864691135502838965,1
864691134887540986,864691135503204930,2
864691134887571450,864691135503204930,2
864691134887601914,864691135502748482,1
864691134917409290,864691135502631005,1
864691134917620234,864691135503013301,1
864691134917669642,864691135502838965,1
864691134917794314,864691135502424642,1
864691134917794314,864691135502661981,1
864691134917859338,864691135503262901,1
864691134917901322,864691135501992514,3
864691134917901322,864691135502156610,1
864691134918205706,864691135502721373,1
864691134918385930,864691135502414402,1
864691134918626314,864691135502629698,1
864691134918626314,864691135502836829,1
864691134918785290,864691135502404533,1
864691134919570698,864691135502608450,3
864691134919748362,864691135502322498,1
864691134919748362,864691135502838965,8
864691134919748362,864691135504077634,1
864691134919869706,864691135503602613,1
864691134919902474,864691135502979012,2
864691134939972195,864691135502774621,7
864691134939975011,864691135503465141,1
864691134939986019,864691135503011509,1
864691134939992931,864691135502763613,1
864691134940005731,864691135502845762,1
864691134940007779,864691135502054069,1
864691134940025955,864691135502414402,1
864691134940025955,864691135503262901,2
864691134940206947,864691135502631005,1
864691134940377955,864691135502944949,1
864691134940835939,864691135501836893,1
864691134940933475,864691135502836829,2
864691134940946531,864691135502721373,4
864691134940949603,864691135502993845,1
864691134940959843,864691135502658397,1
864691134940967267,864691135502816693,1
864691134941063523,864691135502838965,1
864691134941488483,864691135502836829,1
864691134941488995,864691135503952989,1
864691134941490787,864691135502631005,1
864691134941750883,864691135503285058,1
864691134941903203,864691135502535234,1
864691134942072931,864691135503439170,1
864691134942221411,864691135502414402,1
864691134942250339,864691135502269109,1
864691134942250339,864691135502799541,1
864691134942315107,864691135503952989,1
864691134942498147,864691135502536629,1
864691134942498147,864691135503008437,1
864691134942667875,864691135502838965,1
