pre_pt_root_id,post_pt_root_id,n
864691134884754426,864691134991229562,1
864691134884754426,864691135013738486,1
864691134884855290,864691135012480758,1
864691134884855290,864691135012494070,3
864691134884993786,864691135013294326,1
864691134885140218,864691135012941302,1
864691134885148410,864691134989228154,1
864691134885584634,864691135012753398,2
864691134885653242,864691135012996086,1
864691134885681914,864691134989348218,1
864691134885681914,864691135013387766,1
864691134885753082,864691135012941302,1
864691134885798650,864691134988966010,1
864691134885801466,864691135013685910,1
864691134885805306,864691134989301370,1
864691134886037498,864691135012480758,1
864691134886037498,864691135012889238,1
864691134886099962,864691135013506294,1
864691134886499066,864691134990548090,1
864691134886499066,864691134991040378,2
864691134886569210,864691134991040378,1
864691134886673658,864691135013738486,1
864691134887026938,864691134989379450,1
864691134887175418,864691135013524470,1
864691134887260410,864691134989301370,1
864691134887260410,864691135013620630,1
864691134887273978,864691134990548090,1
864691134887458810,864691134989865338,1
864691134887526650,864691135013422838,2
864691134887538426,864691135013293558,2
864691134887538426,864691135013686934,1
864691134887540986,864691134989228154,1
864691134887540986,864691134990614138,2
864691134887540986,864691134991100794,1
864691134887571450,864691135012995574,1
864691134887577850,864691135013353462,1
864691134887635962,864691135013422838,1
864691134917408266,864691135013546486,1
864691134917488138,864691135012995318,1
864691134917794314,864691135012442102,1
864691134917794314,864691135013035766,1
864691134917864458,864691135012889238,1
864691134917901322,864691135012995318,1
864691134918120458,864691135013254134,1
864691134918164490,864691134991229562,1
864691134918200586,864691134989469562,1
864691134918200586,864691135013524470,2
864691134918211850,864691135012431350,1
864691134918307594,864691135012996086,1
864691134918384650,864691134989446778,1
864691134918384650,864691135013337334,1
864691134918396938,864691134989343866,1
864691134918406922,864691135012995574,1
864691134918406922,864691135013487606,1
864691134918408458,864691135013436150,1
864691134918409482,864691135013546486,1
864691134918409738,864691135013524470,1
864691134918754058,864691135013294326,1
864691134918754058,864691135013506294,7
864691134919748362,864691134989228154,1
864691134919748362,864691134989379450,1
864691134919748362,864691134989578106,1
864691134919748362,864691134990614138,1
864691134919748362,864691134990908282,2
864691134919902474,864691135013115382,1
864691134919902474,864691135013784982,1
864691134920072202,864691135013686934,1
864691134920077322,864691135012753398,1
864691134920082954,864691134989474682,1
864691134939972195,864691135012480758,2
864691134939992931,864691135012753398,1
864691134940025955,864691134989037690,2
864691134940025955,864691135012431350,1
864691134940330083,864691134989173882,1
864691134940368227,864691135013325718,1
864691134940373347,864691134989474682,1
864691134940660323,864691135012941302,1
864691134940933475,864691135012431350,1
864691134940933475,864691135013554166,1
864691134940946531,864691135013524470,1
864691134940954211,864691134989037690,1
864691134940958563,864691134990908282,1
864691134941089891,864691134989400698,1
864691134941164899,864691135012494070,1
864691134941165155,864691134989446778,1
864691134941165155,864691135013337334,1
864691134941412707,864691134990908282,1
864691134941490787,864691135013294326,1
864691134941714275,864691135013530870,2
864691134942169955,864691135012753398,1
864691134942169955,864691135013035766,1
864691134942498147,864691135013514998,1
864691134942544483,864691134989348218,1
864691134942595939,864691135013524214,1
864691134942610787,864691135013293558,1
864691134942692963,864691135012885910,1
864691134942699107,864691134990548090,1
864691134942699107,864691134991040378,1
864691134947399420,864691134991100794,1
864691134947399676,864691135012995318,3
864691134947410172,864691135012753398,1
864691134947410172,864691135013489142,1
864691134947942396,864691135012995318,1
864691134947985148,864691134989446778,1
864691134948129276,864691135012376822,1
864691134948196348,864691135013272054,1
864691134948232188,864691135013554166,1
864691134948240380,864691135012376822,1
864691134948316924,864691135012453878,2
864691134948335356,864691135013487606,1
864691134948350972,864691135012753398,1
864691134948365820,864691135013524214,1
864691134948428284,864691134991040378,1
864691134948429052,864691134989358458,1
864691134949219324,864691135012442102,1
864691134949219324,864691135013269494,1
864691134949248508,864691135013293558,1
864691134949328892,864691135013035766,1
864691134949368316,864691134990614138,1
864691134949410300,864691134989037690,1
864691134949410300,864691135012442102,1
864691134949410300,864691135013287318,2
864691134949410300,864691135013467542,1
864691134949410300,864691135013546486,1
864691134949568764,864691135013005814,1
864691134949628412,864691134988971642,1
864691134949774844,864691135013454582,1
864691134949774844,864691135013554166,1
864691134949806844,864691134988987514,1
864691134949806844,864691134989865338,2
864691134949806844,864691135013269494,1
864691134949806844,864691135013506294,1
864691134950149116,864691134989228154,1
864691134950149116,864691134989474682,1
864691134950149116,864691134990883962,3
864691134950149116,864691134990992250,1
864691134950149116,864691135012941302,2
864691134950149116,864691135012995574,1
864691134950156796,864691134989865338,1
864691134950228988,864691134988987514,9
864691134950228988,864691134989865338,5
864691134950228988,864691134990992250,2
864691134950228988,864691135013506294,6
864691134950228988,864691135013546486,1
864691134950315772,864691134990908282,2
864691134950315772,864691135012941302,1
864691134950338556,864691134990614138,1
864691134950395132,864691135013554166,1
864691134964418079,864691135012941302,2
864691134964449567,864691134989400698,1
864691134964823071,864691135013294326,1
864691134964846879,864691135013506294,1
864691134965172511,864691135013685910,1
864691134965213983,864691135012941302,1
864691134965223199,864691134989438330,1
864691134965230879,864691135013467542,1
864691134965262879,864691135013325718,1
864691134965299487,864691135013436150,1
864691134965379103,864691134989173882,1
864691134965425951,864691135012418550,2
864691134965429023,864691134989037690,4
864691134965429535,864691135013524470,1
864691134965432607,864691134991040378,1
864691134965432607,864691135013524214,1
864691134965433119,864691135013293558,1
864691134965447967,864691134990908282,1
