pre_pt_root_id,post_pt_root_id,n
864691134884762106,864691136010975395,2
864691134884762106,864691136013367715,1
864691134885023994,864691136011485614,3
864691134885142778,864691136010750124,4
864691134885148410,864691136011706531,1
864691134885179898,864691136011366051,1
864691134885222906,864691136011888803,1
864691134885489402,864691136011622819,1
864691134885544698,864691136011634339,2
864691134885557498,864691136011888803,1
864691134885640954,864691136010382254,1
864691134885721338,864691136010227118,1
864691134885782778,864691136011771822,1
864691134885797882,864691136020836088,1
864691134885957882,864691136011458734,2
864691134886015482,864691136020609784,1
864691134886037498,864691136009822892,2
864691134886037498,864691136011370915,2
864691134886037498,864691136011892142,1
864691134886037498,864691136011920035,2
864691134886037498,864691136020609784,4
864691134886288890,864691136010194350,4
864691134886288890,864691136012526755,1
864691134886503674,864691136011485614,1
864691134886586106,864691136010663854,1
864691134886586106,864691136011733934,1
864691134886624762,864691136010750124,1
864691134886834938,864691136011771822,1
864691134887067130,864691136010750124,2
864691134887260410,864691136011622819,3
864691134887260410,864691136011634339,1
864691134887260410,864691136011654051,1
864691134887350266,864691136011873966,1
864691134887499514,864691136011927715,1
864691134887540986,864691136010227118,2
864691134887540986,864691136011048622,2
864691134887540986,864691136011485614,1
864691134887540986,864691136011751075,4
864691134887601914,864691136011485614,1
864691134887601914,864691136011850926,1
864691134917488138,864691136010921123,1
864691134917620234,864691136010883758,1
864691134917794314,864691136012280739,1
864691134917901322,864691136011913635,1
864691134917923338,864691136020707064,1
864691134918110986,864691136011309475,1
864691134918318602,864691136011927715,2
864691134918384650,864691136011807907,1
864691134918402058,864691136013160611,2
864691134918403850,864691136012280739,1
864691134918590730,864691136010382254,1
864691134918590730,864691136011046318,1
864691134918614794,864691136020907768,1
864691134918626314,864691136012948387,1
864691134918785290,864691136012117411,1
864691134918889482,864691136013367715,1
864691134918947338,864691136010394540,1
864691134919213834,864691136011458734,1
864691134919570698,864691136011799459,1
864691134919748362,864691136010194350,3
864691134919748362,864691136010750124,4
864691134919748362,864691136010883758,1
864691134919748362,864691136011046318,2
864691134919748362,864691136011485614,2
864691134919902474,864691136010676652,4
864691134919967498,864691136011048622,1
864691134919967498,864691136011733934,1
864691134920072202,864691136012613027,1
864691134920072202,864691136012886947,1
864691134920082954,864691136011458734,1
864691134920103946,864691136010593198,1
864691134939972195,864691136010906019,1
864691134939986019,864691136009822892,1
864691134939989091,864691136010883758,1
864691134939992931,864691136020268792,1
864691134939997283,864691136011296686,1
864691134939998563,864691136011701155,1
864691134940214115,864691136010181550,1
