pre_pt_root_id,post_pt_root_id,n
864691134884791290,864691135100693536,1
864691134884807418,864691135082722807,1
864691134884807418,864691135084073207,1
864691134884855290,864691135100613920,1
864691134885076730,864691135066934852,1
864691134885142778,864691135067531588,2
864691134885142778,864691135067611460,1
864691134885148410,864691135082492151,1
864691134885481722,864691135100760352,1
864691134885489402,864691135066015044,6
864691134885584122,864691135100792096,1
864691134885792762,864691135081654519,2
864691134885792762,864691135082722807,2
864691134885926906,864691135100878368,1
864691134885957882,864691135083949303,1
864691134886037498,864691135066437188,2
864691134886037498,864691135066507076,1
864691134886037498,864691135066617668,1
864691134886037498,864691135082448119,1
864691134886037498,864691135082506743,1
864691134886037498,864691135082510583,2
864691134886037498,864691135082867191,3
864691134886037498,864691135100431648,2
864691134886080250,864691135082867191,1
864691134886080250,864691135100140576,1
864691134886285306,864691135082880759,1
864691134886350074,864691135099840032,2
864691134886434298,864691135082584311,1
864691134886434298,864691135083719671,2
864691134886834938,864691135082880759,1
864691134886950650,864691135084073207,1
864691134887138298,864691135082728951,1
864691134887175418,864691135083719671,1
864691134887236346,864691135067977540,5
864691134887236346,864691135100166944,1
864691134887236346,864691135100777760,1
864691134887499514,864691135082726903,1
864691134887540986,864691135066869828,5
864691134887540986,864691135068023876,1
864691134887540986,864691135082729207,1
864691134917387530,864691135066617668,1
864691134917642250,864691135082697975,1
864691134917642250,864691135100693536,2
864691134917901322,864691135100897568,2
864691134918141450,864691135082584311,1
864691134918197514,864691135100616736,1
864691134918200586,864691135066015044,1
864691134918200586,864691135082880759,1
864691134918210826,864691135082697975,1
864691134918382858,864691135100310560,1
864691134918384650,864691135082506743,1
864691134918614794,864691135082722807,1
864691134919039242,864691135082700535,1
864691134919447562,864691135082697975,1
864691134919602698,864691135068023876,1
864691134919748362,864691135066359108,1
864691134919748362,864691135067531588,2
864691134919748362,864691135100369440,1
864691134920072202,864691135084148983,1
864691134940025955,864691135100897568,3
864691134940246115,864691135082722807,2
864691134940343395,864691135100369440,1
864691134940373347,864691135066359108,1
864691134940387683,864691135066282564,1
864691134940767843,864691135082463735,1
864691134940874083,864691135082493175,1
864691134940933475,864691135081654519,5
864691134940933475,864691135082506743,4
864691134940939875,864691135066282564,1
864691134940947299,864691135083719671,3
864691134940958563,864691135066359108,1
864691134940965219,864691135082722807,1
864691134940967267,864691135100792096,1
864691134941346403,864691135066617668,5
864691134941346403,864691135066869828,1
864691134941941091,864691135068023876,1
864691134942077795,864691135066359108,2
864691134942077795,864691135067531588,1
864691134942221411,864691135066023236,3
864691134942221411,864691135100897568,3
864691134942498147,864691135082417655,1
864691134947409404,864691135082584311,1
864691134947433980,864691135066360132,1
864691134947448572,864691135084073207,1
864691134947756284,864691135082726903,1
864691134947838972,864691135100240672,1
864691134947842812,864691135082880759,2
864691134947843068,864691135067387972,1
864691134948165628,864691135067531588,1
864691134948335356,864691135082880759,1
864691134948414204,864691135067387972,1
864691134948421372,864691135066437188,1
864691134948605180,864691135066437188,2
864691134948605180,864691135081734135,1
864691134948605180,864691135084073207,1
864691134948605180,864691135100897568,2
864691134948659708,864691135082463735,1
864691134948663036,864691135100140576,1
864691134948958716,864691135066015044,2
864691134949150972,864691135082427127,1
864691134949168636,864691135067387972,1
864691134949221372,864691135083719671,3
864691134949256956,864691135082510583,1
864691134949568764,864691135066015044,1
864691134950149116,864691135066869828,1
864691134950149116,864691135067531588,4
864691134950149116,864691135067611460,2
864691134950149116,864691135082492151,1
864691134950149116,864691135084148983,1
864691134950149116,864691135100369440,1
864691134950228988,864691135082303223,6
864691134950228988,864691135082426871,4
864691134950228988,864691135082583287,1
864691134950228988,864691135100777760,1
864691134950315772,864691135082432759,1
864691134950317308,864691135100897568,1
864691134950338556,864691135066359108,1
864691134950395132,864691135067977540,1
864691134964421919,864691135082722807,1
864691134964443935,864691135081665015,1
864691134964447007,864691135100616736,1
864691134964802335,864691135082463735,1
864691134964835359,864691135083719671,1
864691134965213983,864691135082492151,1
864691134965345055,864691135081654519,1
864691134965379103,864691135066015044,1
864691134965379103,864691135083719671,1
864691134965414943,864691135100792096,1
864691134965429535,864691135083719671,1
864691134965433119,864691135083719671,1
864691134965433887,864691135082722807,2
864691134965433887,864691135100140576,1
864691134965446175,864691135100140576,2
864691134965612575,864691135066617668,1
864691134965612575,864691135082722807,3
864691134965717535,864691135100310560,3
864691134965718303,864691135081734135,1
864691134965718303,864691135082722807,1
864691134966306591,864691135066014788,1
864691134966306591,864691135066437188,2
864691134966306591,864691135066617668,2
864691134966306591,864691135082162935,2
864691134966306591,864691135082506743,1
864691134966306591,864691135100852256,1
864691134966306847,864691135066014788,1
864691134966306847,864691135066327620,2
864691134966306847,864691135082722807,1
864691134966495519,864691135083949303,1
864691134966759711,864691135066869828,1
864691134966759711,864691135082427127,1
864691134966759711,864691135082729207,1
864691134966759711,864691135100166944,2
864691134966759711,864691135100369440,2
864691134988375418,864691135066015044,1
864691134988375418,864691135082584311,1
864691134988431226,864691135100140576,1
864691134988439418,864691135081654519,1
864691134988456570,864691135067961668,1
864691134988481146,864691135100140576,1
864691134988596858,864691135066023236,1
864691134988596858,864691135066437188,2
864691134988596858,864691135082162935,1
864691134988596858,864691135082204151,2
864691134988893562,864691135100613920,1
864691134988895610,864691135066437188,1
864691134988929914,864691135066359108,2
864691134988941434,864691135082726903,2
864691134989024122,864691135082162935,1
864691134989024122,864691135082722807,1
864691134989024122,864691135100852256,1
864691134989231994,864691135066014788,1
864691134989233274,864691135082898423,1
864691134989264250,864691135100310560,2
864691134989283450,864691135066437188,1
864691134989379450,864691135066869828,3
864691134989461882,864691135066327620,1
864691134989461882,864691135066437188,1
864691134989461882,864691135066617668,1
864691134989461882,864691135081667831,1
864691134989461882,864691135082162935,1
864691134989461882,864691135100897568,1
864691134989471098,864691135082700535,1
864691134989478522,864691135066014788,1
864691134989485178,864691135082492151,1
864691134989575546,864691135066934852,2
864691134989629562,864691135067387972,1
864691134989629562,864691135082432759,2
864691134989745018,864691135082308343,1
864691134989745018,864691135083525111,1
864691134989745018,864691135100140576,3
864691134989835898,864691135081667831,1
864691134989953402,864691135082584311,1
864691134990091642,864691135100792096,1
864691134990124410,864691135082697975,2
864691134990140538,864691135066869828,1
864691134990535546,864691135100369440,2
864691134990847098,864691135067977540,1
864691134991032954,864691135066869828,1
864691134991032954,864691135067522884,1
864691134991040378,864691135066934852,1
864691134991040378,864691135067947844,3
864691134991229562,864691135066015044,2
864691134991229562,864691135067977540,1
864691134991229562,864691135100860960,1
864691135012357366,864691135081654519,1
864691135012374006,864691135066507076,1
864691135012412406,864691135066507076,1
864691135012431350,864691135066327620,1
864691135012458230,864691135100843808,2
864691135012478966,864691135100792096,1
864691135012494070,864691135066014788,2
864691135012494070,864691135082728951,1
864691135012494070,864691135100140576,1
864691135012506358,864691135081654519,1
864691135012534006,864691135066360132,1
864691135012568054,864691135100310560,1
864691135012814070,864691135066507076,1
864691135012857494,864691135066869828,1
864691135012884886,864691135066934852,1
864691135012895894,864691135100166944,1
864691135012916118,864691135082417655,1
864691135012944022,864691135066014788,1
864691135012980470,864691135100369440,2
864691135013009142,864691135100613920,2
