pre_pt_root_id,post_pt_root_id,n
0,864691135134892192,1
864691134884746490,864691135135727129,1
864691134884750586,864691135133452192,1
864691134884762106,864691135135044512,3
864691134884762106,864691135135661849,1
864691134884807418,864691135155853412,1
864691134885076730,864691135137253913,1
864691134885148410,864691135135623961,2
864691134885153018,864691135135178521,3
864691134885178362,864691135133474464,1
864691134885489402,864691135135407897,1
864691134885489402,864691135137255193,2
864691134885489402,864691135156270948,2
864691134885617402,864691135135653913,1
864691134885681914,864691135133162400,2
864691134885681914,864691135135653913,1
864691134885683450,864691135156270948,1
864691134885782778,864691135137255193,1
864691134885785594,864691135135407897,1
864691134885797114,864691135134957472,1
864691134885926906,864691135135661849,2
864691134886037498,864691135133165472,1
864691134886037498,864691135133496224,2
864691134886054650,864691135135407897,1
864691134886054650,864691135137255193,1
864691134886054650,864691135156270948,1
864691134886288890,864691135134892192,1
864691134886288890,864691135135112608,1
864691134886288890,864691135136085785,1
864691134886350330,864691135136564505,1
864691134886400250,864691135134957472,1
864691134886434298,864691135135653913,1
864691134886467066,864691135137370649,1
864691134886528506,864691135133564576,1
864691134886528506,864691135155930980,1
864691134886586106,864691135134565280,1
864691134886586106,864691135135053728,1
864691134887175418,864691135135653913,1
864691134887236346,864691135155511140,1
864691134887247610,864691135134957472,1
864691134887247610,864691135137446681,1
864691134887260410,864691135136729625,1
864691134887260410,864691135137255193,6
864691134887350266,864691135136729625,1
864691134887383290,864691135133162400,1
864691134887429114,864691135135544089,2
864691134887471866,864691135134957472,4
864691134887499514,864691135134146720,1
864691134887499514,864691135135622425,1
864691134887540986,864691135135112608,1
864691134887540986,864691135135127200,1
864691134887540986,864691135137370649,2
864691134887571450,864691135135127200,1
864691134917378314,864691135156366948,1
864691134917488138,864691135155908452,1
864691134917620234,864691135133452192,1
864691134917620234,864691135135727129,2
864691134917794314,864691135136159769,1
864691134917794314,864691135136893209,1
864691134917901322,864691135136159769,1
864691134918110986,864691135135661849,3
864691134918190090,864691135134565280,1
864691134918200586,864691135156421476,3
864691134918384650,864691135155853412,1
864691134918396938,864691135133474464,1
864691134918396938,864691135134565280,1
864691134918400522,864691135133048992,1
864691134918404874,864691135133440416,1
864691134918406922,864691135137446681,1
864691134918409738,864691135156270948,1
864691134918413066,864691135133452192,1
864691134918528522,864691135155501924,1
864691134918590730,864691135136085785,1
864691134918596362,864691135155542372,1
864691134918908170,864691135133165472,1
864691134918947338,864691135135044512,1
864691134918962442,864691135134892192,1
864691134919570698,864691135133384864,2
864691134919570698,864691135133452192,1
864691134919570698,864691135134146720,1
864691134919570698,864691135135727129,3
864691134919570698,864691135137370649,1
864691134919748362,864691135134565280,2
864691134919748362,864691135134892192,4
864691134919748362,864691135134957472,3
864691134919748362,864691135135030688,2
864691134919748362,864691135135112608,1
864691134919748362,864691135135433497,5
864691134919869706,864691135135053728,1
864691134919902474,864691135156270948,1
864691134919931146,864691135134565280,1
864691134919967498,864691135137446681,1
864691134920072202,864691135134892192,1
864691134920072202,864691135135053728,1
864691134920072202,864691135137446681,2
864691134939972195,864691135155527268,2
864691134939974243,864691135135727129,2
864691134939989091,864691135134892192,1
864691134939989091,864691135135727129,1
864691134940004451,864691135135493913,1
864691134940025955,864691135133065120,2
864691134940025955,864691135135675417,5
864691134940025955,864691135136270617,1
864691134940025955,864691135155908452,1
864691134940025955,864691135156126564,1
864691134940246115,864691135155908452,1
864691134940354403,864691135155930980,1
864691134940373347,864691135135623961,1
864691134940397411,864691135135127200,1
864691134940399971,864691135136893209,1
864691134940745059,864691135137255193,1
864691134940933475,864691135135815961,3
864691134940939875,864691135135661849,1
864691134940947299,864691135133162400,3
864691134940963939,864691135156270948,1
864691134940967267,864691135136159769,1
864691134941088867,864691135135661849,1
864691134941488995,864691135134565280,1
864691134941488995,864691135135727129,2
864691134941490787,864691135134146720,1
864691134941693027,864691135137299993,1
864691134941714275,864691135133162400,2
864691134941714275,864691135135390489,1
864691134942221411,864691135133528480,1
864691134942498147,864691135134938016,1
864691134942498147,864691135136729625,2
864691134942498147,864691135156270948,2
864691134942498147,864691135156421476,1
864691134942659427,864691135135053728,2
864691134942692963,864691135134667033,2
