arm,run,phase,after_trial,rate_cond,rate_noncond,B0_cond,B0_noncond,R_cond,R_noncond
partnershuf_av,0,baseline,0,136.55052264808361,141.06442577030813,136.60859465737516,141.06442577030813,0.9995749022275121,1.0
partnershuf_av,0,baseline,1,136.62020905923347,140.8683473389356,136.60859465737516,141.06442577030813,1.0000850195544975,0.9986100079428119
partnershuf_av,0,baseline,2,136.65505226480838,141.26050420168067,136.60859465737516,141.06442577030813,1.00034007821799,1.0013899920571883
partnershuf_av,0,acq,1,128.78048780487805,141.00840336134453,136.60859465737516,141.06442577030813,0.9426968202686616,0.9996028594122318
partnershuf_av,0,acq,2,122.33449477351918,142.01680672268907,136.60859465737516,141.06442577030813,0.8955109675225302,1.006751389992057
partnershuf_av,0,acq,3,113.34494773519165,139.71988795518206,136.60859465737516,141.06442577030813,0.8297058323414386,0.9904686258935661
partnershuf_av,0,acq,4,109.61672473867597,141.31652661064427,136.60859465737516,141.06442577030813,0.80241455534773,1.0017871326449563
partnershuf_av,0,acq,6,103.205574912892,141.1764705882353,136.60859465737516,141.06442577030813,0.755483761265091,1.0007942811755361
partnershuf_av,0,acq,8,98.50174216027875,141.73669467787116,136.60859465737516,141.06442577030813,0.7210508416935895,1.004765687053217
partnershuf_av,0,acq,10,94.52961672473869,140.0,136.60859465737516,141.06442577030813,0.6919741540554327,0.9924543288324066
partnershuf_av,0,acq,12,93.55400696864112,140.7843137254902,136.60859465737516,141.06442577030813,0.6848325114776398,0.9980142970611595
partnershuf_av,0,ext,1,93.03135888501743,140.25210084033614,136.60859465737516,141.06442577030813,0.6810066315252508,0.9942414614773629
partnershuf_av,0,ext,2,97.94425087108014,141.09243697478993,136.60859465737516,141.06442577030813,0.7169699030777078,1.000198570293884
partnershuf_av,0,ext,3,103.205574912892,141.37254901960785,136.60859465737516,141.06442577030813,0.755483761265091,1.0021842732327244
partnershuf_av,0,ext,4,106.82926829268294,141.37254901960785,136.60859465737516,141.06442577030813,0.7820098622683217,1.0021842732327244
partnershuf_av,0,ext,5,109.37282229965157,140.19607843137257,136.60859465737516,141.06442577030813,0.8006291447032817,0.993844320889595
partnershuf_av,0,ext,6,112.12543554006969,140.44817927170868,136.60859465737516,141.06442577030813,0.8207787791191973,0.9956314535345512
partnershuf_av,0,ext,7,115.22648083623695,141.65266106442579,136.60859465737516,141.06442577030813,0.8434790001700391,1.0041699761715648
partnershuf_av,0,ext,8,116.89895470383276,139.9439775910364,136.60859465737516,141.06442577030813,0.8557218160176839,0.9920571882446384
partnershuf_av,1,baseline,0,136.65505226480838,141.40056022408965,136.23693379790942,140.70961718020544,1.00306905370844,1.004910418049104
partnershuf_av,1,baseline,1,135.4006968641115,139.85994397759106,136.23693379790942,140.70961718020544,0.9938618925831201,0.9939615129396151
partnershuf_av,1,baseline,2,136.65505226480838,140.8683473389356,136.23693379790942,140.70961718020544,1.00306905370844,1.0011280690112807
partnershuf_av,1,acq,1,127.77003484320558,140.53221288515408,136.23693379790942,140.70961718020544,0.937851662404092,0.9987392169873921
partnershuf_av,1,acq,2,119.54703832752615,139.91596638655463,136.23693379790942,140.70961718020544,0.8774936061381076,0.9943596549435965
partnershuf_av,1,acq,3,114.94773519163765,141.23249299719888,136.23693379790942,140.70961718020544,0.8437340153452686,1.0037159920371597
partnershuf_av,1,acq,4,109.65156794425087,141.03641456582633,136.23693379790942,140.70961718020544,0.8048593350383632,1.0023224950232248
partnershuf_av,1,acq,6,101.18466898954705,139.57983193277312,136.23693379790942,140.70961718020544,0.7427109974424553,0.991970802919708
partnershuf_av,1,acq,8,97.42160278745644,141.48459383753504,136.23693379790942,140.70961718020544,0.715089514066496,1.0055076310550763
partnershuf_av,1,acq,10,94.73867595818815,141.00840336134453,136.23693379790942,140.70961718020544,0.6953964194373401,1.002123424021234
partnershuf_av,1,acq,12,93.13588850174216,139.77591036414566,136.23693379790942,140.70961718020544,0.6836317135549872,0.9933642999336428
partnershuf_av,1,ext,1,93.37979094076655,141.26050420168067,136.23693379790942,140.70961718020544,0.6854219948849105,1.0039150630391505
partnershuf_av,1,ext,2,97.97909407665504,140.53221288515408,136.23693379790942,140.70961718020544,0.7191815856777493,0.9987392169873921
partnershuf_av,1,ext,3,103.31010452961672,141.1764705882353,136.23693379790942,140.70961718020544,0.758312020460358,1.0033178500331783
partnershuf_av,1,ext,4,107.70034843205576,142.07282913165267,136.23693379790942,140.70961718020544,0.7905370843989771,1.0096881220968812
partnershuf_av,1,ext,5,109.82578397212544,140.8403361344538,136.23693379790942,140.70961718020544,0.8061381074168797,1.00092899800929
partnershuf_av,1,ext,6,111.77700348432057,140.0280112044818,136.23693379790942,140.70961718020544,0.820460358056266,0.9951559389515593
partnershuf_av,1,ext,7,113.62369337979094,139.13165266106444,136.23693379790942,140.70961718020544,0.8340153452685422,0.9887856668878565
